geography,category,activity,labeling,supplier,unit,factor_year,factor_value,factor_unit,source,source_detail,scope
ESPAÑA,COMBUSTIÓN ESTACIONARIA,Biodiésel 100% (B100),,,litros,2022,0.133,kgCO2e/litros,MITECO,"MITECO - ""2. Instalaciones Fijas""",ALCANCE 1
ESPAÑA,COMBUSTIÓN ESTACIONARIA,Biodiésel 100% (B100),,,litros,2023,0.152,kgCO2e/litros,MITECO,"MITECO - ""2. Instalaciones Fijas""",ALCANCE 1
ESPAÑA,COMBUSTIÓN ESTACIONARIA,Biodiésel 100% (B100),,,litros,2024,0.152,kgCO2e/litros,MITECO,"MITECO - ""2. Instalaciones Fijas""",ALCANCE 1
ESPAÑA,COMBUSTIÓN ESTACIONARIA,Biodiésel 100% (B100),,,litros,2025,0.152,kgCO2e/litros,MITECO,"MITECO - ""2. Instalaciones Fijas""",ALCANCE 1
ESPAÑA,COMBUSTIÓN ESTACIONARIA,Bioetanol 100%  (E100),,,litros,2022,0.014,kgCO2e/litros,MITECO,"MITECO - ""2. Instalaciones Fijas""",ALCANCE 1
ESPAÑA,COMBUSTIÓN ESTACIONARIA,Bioetanol 100%  (E100),,,litros,2023,0.014,kgCO2e/litros,MITECO,"MITECO - ""2. Instalaciones Fijas""",ALCANCE 1
ESPAÑA,COMBUSTIÓN ESTACIONARIA,Bioetanol 100%  (E100),,,litros,2024,0.014,kgCO2e/litros,MITECO,"MITECO - ""2. Instalaciones Fijas""",ALCANCE 1
ESPAÑA,COMBUSTIÓN ESTACIONARIA,Bioetanol 100%  (E100),,,litros,2025,0.014,kgCO2e/litros,MITECO,"MITECO - ""2. Instalaciones Fijas""",ALCANCE 1
ESPAÑA,COMBUSTIÓN ESTACIONARIA,Diésel,,,litros,2022,2.516,kgCO2e/litros,MITECO,"MITECO - ""2. Instalaciones Fijas""",ALCANCE 1
ESPAÑA,COMBUSTIÓN ESTACIONARIA,Diésel,,,litros,2023,2.517,kgCO2e/litros,MITECO,"MITECO - ""2. Instalaciones Fijas""",ALCANCE 1
ESPAÑA,COMBUSTIÓN ESTACIONARIA,Diésel,,,litros,2024,2.517,kgCO2e/litros,MITECO,"MITECO - ""2. Instalaciones Fijas""",ALCANCE 1
ESPAÑA,COMBUSTIÓN ESTACIONARIA,Diésel,,,litros,2025,2.517,kgCO2e/litros,MITECO,"MITECO - ""2. Instalaciones Fijas""",ALCANCE 1
ESPAÑA,COMBUSTIÓN ESTACIONARIA,Gas butano,,,kg,2022,2.996,kgCO2e/kg,MITECO,"MITECO - ""2. Instalaciones Fijas""",ALCANCE 1
ESPAÑA,COMBUSTIÓN ESTACIONARIA,Gas butano,,,kg,2023,2.996,kgCO2e/kg,MITECO,"MITECO - ""2. Instalaciones Fijas""",ALCANCE 1
ESPAÑA,COMBUSTIÓN ESTACIONARIA,Gas butano,,,kg,2024,2.996,kgCO2e/kg,MITECO,"MITECO - ""2. Instalaciones Fijas""",ALCANCE 1
ESPAÑA,COMBUSTIÓN ESTACIONARIA,Gas butano,,,kg,2025,2.996,kgCO2e/kg,MITECO,"MITECO - ""2. Instalaciones Fijas""",ALCANCE 1
ESPAÑA,COMBUSTIÓN ESTACIONARIA,Gas natural,,,kWhPCS,2022,0.182,kgCO2e/kWhPCS,MITECO,"MITECO - ""2. Instalaciones Fijas""",ALCANCE 1
ESPAÑA,COMBUSTIÓN ESTACIONARIA,Gas natural,,,kWhPCS,2023,0.182,kgCO2e/kWhPCS,MITECO,"MITECO - ""2. Instalaciones Fijas""",ALCANCE 1
ESPAÑA,COMBUSTIÓN ESTACIONARIA,Gas natural,,,kWhPCS,2024,0.182,kgCO2e/kWhPCS,MITECO,"MITECO - ""2. Instalaciones Fijas""",ALCANCE 1
ESPAÑA,COMBUSTIÓN ESTACIONARIA,Gas natural,,,kWhPCS,2025,0.182,kgCO2e/kWhPCS,MITECO,"MITECO - ""2. Instalaciones Fijas""",ALCANCE 1
ESPAÑA,COMBUSTIÓN ESTACIONARIA,Gas natural,,,m3,2022,2.01574,kgCO2e/m3,DEFRA,"DEFRA - ""Fuels - Gaseous Fuels - Natural gas""",ALCANCE 1
ESPAÑA,COMBUSTIÓN ESTACIONARIA,Gas natural,,,m3,2023,2.03839031006711,kgCO2e/m3,DEFRA,"DEFRA - ""Fuels - Gaseous Fuels - Natural gas""",ALCANCE 1
ESPAÑA,COMBUSTIÓN ESTACIONARIA,Gas natural,,,m3,2024,2.04542,kgCO2e/m3,DEFRA,"DEFRA - ""Fuels - Gaseous Fuels - Natural gas""",ALCANCE 1
ESPAÑA,COMBUSTIÓN ESTACIONARIA,Gas natural,,,m3,2025,2.06672,kgCO2e/m3,DEFRA,"DEFRA - ""Fuels - Gaseous Fuels - Natural gas""",ALCANCE 1
ESPAÑA,COMBUSTIÓN ESTACIONARIA,Gas propano,,,kg,2022,2.966,kgCO2e/kg,MITECO,"MITECO - ""2. Instalaciones Fijas""",ALCANCE 1
ESPAÑA,COMBUSTIÓN ESTACIONARIA,Gas propano,,,kg,2023,2.966,kgCO2e/kg,MITECO,"MITECO - ""2. Instalaciones Fijas""",ALCANCE 1
ESPAÑA,COMBUSTIÓN ESTACIONARIA,Gas propano,,,kg,2024,2.966,kgCO2e/kg,MITECO,"MITECO - ""2. Instalaciones Fijas""",ALCANCE 1
ESPAÑA,COMBUSTIÓN ESTACIONARIA,Gas propano,,,kg,2025,2.966,kgCO2e/kg,MITECO,"MITECO - ""2. Instalaciones Fijas""",ALCANCE 1
ESPAÑA,COMBUSTIÓN ESTACIONARIA,Gasolina,,,litros,2022,2.079,kgCO2e/litros,MITECO,"MITECO - ""2. Instalaciones Fijas""",ALCANCE 1
ESPAÑA,COMBUSTIÓN ESTACIONARIA,Gasolina,,,litros,2023,2.079,kgCO2e/litros,MITECO,"MITECO - ""2. Instalaciones Fijas""",ALCANCE 1
ESPAÑA,COMBUSTIÓN ESTACIONARIA,Gasolina,,,litros,2024,2.079,kgCO2e/litros,MITECO,"MITECO - ""2. Instalaciones Fijas""",ALCANCE 1
ESPAÑA,COMBUSTIÓN ESTACIONARIA,Gasolina,,,litros,2025,2.079,kgCO2e/litros,MITECO,"MITECO - ""2. Instalaciones Fijas""",ALCANCE 1
ESPAÑA,COMBUSTIÓN ESTACIONARIA,Gasóleo B,,,litros,2022,2.737,kgCO2e/litros,MITECO,"MITECO - ""2. Instalaciones Fijas""",ALCANCE 1
ESPAÑA,COMBUSTIÓN ESTACIONARIA,Gasóleo B,,,litros,2023,2.737,kgCO2e/litros,MITECO,"MITECO - ""2. Instalaciones Fijas""",ALCANCE 1
ESPAÑA,COMBUSTIÓN ESTACIONARIA,Gasóleo B,,,litros,2024,2.737,kgCO2e/litros,MITECO,"MITECO - ""2. Instalaciones Fijas""",ALCANCE 1
ESPAÑA,COMBUSTIÓN ESTACIONARIA,Gasóleo B,,,litros,2025,2.737,kgCO2e/litros,MITECO,"MITECO - ""2. Instalaciones Fijas""",ALCANCE 1
ESPAÑA,COMBUSTIÓN ESTACIONARIA,LPG,,,litros,2022,1.545,kgCO2e/litros,MITECO,"MITECO - ""2. Instalaciones Fijas""",ALCANCE 1
ESPAÑA,COMBUSTIÓN ESTACIONARIA,LPG,,,litros,2023,1.545,kgCO2e/litros,MITECO,"MITECO - ""2. Instalaciones Fijas""",ALCANCE 1
ESPAÑA,COMBUSTIÓN ESTACIONARIA,LPG,,,litros,2024,1.545,kgCO2e/litros,MITECO,"MITECO - ""2. Instalaciones Fijas""",ALCANCE 1
ESPAÑA,COMBUSTIÓN ESTACIONARIA,LPG,,,litros,2025,1.545,kgCO2e/litros,MITECO,"MITECO - ""2. Instalaciones Fijas""",ALCANCE 1
ESPAÑA,COMBUSTIÓN ESTACIONARIA,Queroseno,,,litros,2022,2.5,kgCO2e/litros,MITECO,"MITECO - ""2. Instalaciones Fijas""",ALCANCE 1
ESPAÑA,COMBUSTIÓN ESTACIONARIA,Queroseno,,,litros,2023,2.5,kgCO2e/litros,MITECO,"MITECO - ""2. Instalaciones Fijas""",ALCANCE 1
ESPAÑA,COMBUSTIÓN ESTACIONARIA,Queroseno,,,litros,2024,2.5,kgCO2e/litros,MITECO,"MITECO - ""2. Instalaciones Fijas""",ALCANCE 1
ESPAÑA,COMBUSTIÓN ESTACIONARIA,Queroseno,,,litros,2025,2.5,kgCO2e/litros,MITECO,"MITECO - ""2. Instalaciones Fijas""",ALCANCE 1
ESPAÑA,COMBUSTIÓN ESTACIONARIA,XTL (Biodiésel HVO),,,litros,2022,0.03558,kgCO2e/litros,DEFRA,"DEFRA - ""BioFuel - Bioenergy - Biodiesel HVO""",ALCANCE 1
ESPAÑA,COMBUSTIÓN ESTACIONARIA,XTL (Biodiésel HVO),,,litros,2023,0.03558,kgCO2e/litros,DEFRA,"DEFRA - ""BioFuel - Bioenergy - Biodiesel HVO""",ALCANCE 1
ESPAÑA,COMBUSTIÓN ESTACIONARIA,XTL (Biodiésel HVO),,,litros,2024,0.03558,kgCO2e/litros,DEFRA,"DEFRA - ""BioFuel - Bioenergy - Biodiesel HVO""",ALCANCE 1
ESPAÑA,COMBUSTIÓN ESTACIONARIA,XTL (Biodiésel HVO),,,litros,2025,0.03558,kgCO2e/litros,DEFRA,"DEFRA - ""BioFuel - Bioenergy - Biodiesel HVO""",ALCANCE 1
ESPAÑA,ELECTRICIDAD,PROMEDIO NACIONAL,GDO COGENERACIÓN ALTA EFICIENCIA,,kWh,2022,0.302,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Factor GdO cog, alta eficiencia""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,PROMEDIO NACIONAL,GDO COGENERACIÓN ALTA EFICIENCIA,,kWh,2023,0.302,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Factor GdO cog, alta eficiencia""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,PROMEDIO NACIONAL,GDO COGENERACIÓN ALTA EFICIENCIA,,kWh,2024,0.302,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Factor GdO cog, alta eficiencia""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,PROMEDIO NACIONAL,GDO COGENERACIÓN ALTA EFICIENCIA,,kWh,2025,0.302,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Factor GdO cog, alta eficiencia""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,PROMEDIO NACIONAL,GDO RENOVABLE,,kWh,2022,0,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Factor GdO renovable""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,PROMEDIO NACIONAL,GDO RENOVABLE,,kWh,2023,0,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Factor GdO renovable""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,PROMEDIO NACIONAL,GDO RENOVABLE,,kWh,2024,0,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Factor GdO renovable""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,PROMEDIO NACIONAL,GDO RENOVABLE,,kWh,2025,0,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Factor GdO renovable""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,PROMEDIO NACIONAL,SIN GDO,,kWh,2022,0.273,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Mix Sin GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,PROMEDIO NACIONAL,SIN GDO,,kWh,2023,0.26,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Mix Sin GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,PROMEDIO NACIONAL,SIN GDO,,kWh,2024,0.283,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Mix Sin GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,PROMEDIO NACIONAL,SIN GDO,,kWh,2025,0.258,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Mix Sin GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"AB ENERGÍA 1903, S.L.",kWh,2022,0.273,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"AB ENERGÍA 1903, S.L.",kWh,2023,0.259,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"AB ENERGÍA 1903, S.L.",kWh,2024,0.283,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"AB ENERGÍA 1903, S.L.",kWh,2025,0.258,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,ACCIONA GREEN ENERGY DEVELOPMENTS SL,kWh,2022,0,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,ACCIONA GREEN ENERGY DEVELOPMENTS SL,kWh,2023,0,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,ACCIONA GREEN ENERGY DEVELOPMENTS SL,kWh,2024,0,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,ACCIONA GREEN ENERGY DEVELOPMENTS SL,kWh,2025,0,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"ACSOL ENERGÍA GLOBAL, S.A.",kWh,2022,0.272,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"ACSOL ENERGÍA GLOBAL, S.A.",kWh,2023,0.26,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"ACSOL ENERGÍA GLOBAL, S.A.",kWh,2024,0.283,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"ACSOL ENERGÍA GLOBAL, S.A.",kWh,2025,0,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,ADEINNOVA ENERGIA S.L,kWh,2022,0.273,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,ADEINNOVA ENERGIA S.L,kWh,2023,0.26,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,ADEINNOVA ENERGIA S.L,kWh,2024,0.266,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,ADEINNOVA ENERGIA S.L,kWh,2025,0.253,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,ADELFAS ENERGIA SL,kWh,2022,0,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"ADX RENOVABLES, S.L.",kWh,2023,0,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"ADX RENOVABLES, S.L.",kWh,2024,0.283,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"ADX RENOVABLES, S.L.",kWh,2025,0.258,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"AGRI-ENERGIA, S.A.",kWh,2022,0.215,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"AGRI-ENERGIA, S.A.",kWh,2023,0.24,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"AGRI-ENERGIA, S.A.",kWh,2024,0,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"AGRI-ENERGIA, S.A.",kWh,2025,0,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"AHORA LUZ ENERGIA, S.L.",kWh,2024,0,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,AHORRELUZ SERVICIOS ONLINE S.L,kWh,2022,0.252,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,AHORRELUZ SERVICIOS ONLINE S.L,kWh,2023,0.26,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,AHORRELUZ SERVICIOS ONLINE S.L,kWh,2024,0.283,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,AHORRELUZ SERVICIOS ONLINE S.L,kWh,2025,0.258,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,AIRE LIMPIO SL,kWh,2023,0.236,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,AIRE LIMPIO SL,kWh,2024,0.283,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,AIRE LIMPIO SL,kWh,2025,0.256,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"ALCANZIA ENERGIA, S.L.",kWh,2022,0.272,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"ALCANZIA ENERGIA, S.L.",kWh,2023,0.26,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"ALCANZIA ENERGIA, S.L.",kWh,2024,0.283,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"ALCANZIA ENERGIA, S.L.",kWh,2025,0.258,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"ALPEX IBERICA DE ENERGIA, S.L.U",kWh,2024,0.283,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"ALPEX IBERICA DE ENERGIA, S.L.U",kWh,2025,0.258,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,ALPIQ ENERGIA ESPAÑA SAU,kWh,2022,0.272,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,ALPIQ ENERGIA ESPAÑA SAU,kWh,2023,0.259,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,ALPIQ ENERGIA ESPAÑA SAU,kWh,2024,0.262,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,ALPIQ ENERGIA ESPAÑA SAU,kWh,2025,0.256,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,ALQUILER SEGURO ENERGÍA S.A.,kWh,2024,0.282,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,ALQUILER SEGURO ENERGÍA S.A.,kWh,2025,0.257,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,ARACAN ENERGIA S.L.,kWh,2022,0.269,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,ARACAN ENERGIA S.L.,kWh,2023,0.26,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,ARACAN ENERGIA S.L.,kWh,2024,0.283,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,ARACAN ENERGIA S.L.,kWh,2025,0.258,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"ARSUS ENERGIA, S.L",kWh,2022,0.273,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"ARSUS ENERGIA, S.L",kWh,2025,0.257,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
