geography,category,activity,labeling,supplier,unit,factor_year,factor_value,factor_unit,source,source_detail,scope
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"EMPRESA DE ALUMBRADO ELECTRICO DE CEUTA ENERGIA, S.L.",kWh,2023,0.26,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"EMPRESA DE ALUMBRADO ELECTRICO DE CEUTA ENERGIA, S.L.",kWh,2024,0.283,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"EMPRESA DE ALUMBRADO ELECTRICO DE CEUTA ENERGIA, S.L.",kWh,2025,0.258,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"EMPRESA DE ALUMBRADO ELECTRICO DE CEUTA, S.A.",kWh,2023,0.26,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"ENDESA ENERGÍA RENOVABLE, S.L.",kWh,2022,0,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"ENDESA ENERGÍA RENOVABLE, S.L.",kWh,2023,0,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,ENDESA ENERGÍA S.A.U.,kWh,2022,0.272,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,ENDESA ENERGÍA S.A.U.,kWh,2023,0.259,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,ENDESA ENERGÍA S.A.U.,kWh,2024,0.275,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,ENDESA ENERGÍA S.A.U.,kWh,2025,0.255,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,ENDI ENERGY TRADING SL,kWh,2022,0.267,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,ENDI ENERGY TRADING SL,kWh,2023,0.253,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"ENERFIA, SL",kWh,2023,0.26,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"ENERGETICA HOTELERA, S.L.",kWh,2024,0,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"ENERGETICA HOTELERA, S.L.",kWh,2025,0,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"ENERGIA DLR COMERCIALIZADORA, SL",kWh,2022,0.273,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,ENERGIA NUFRI SL,kWh,2022,0.271,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,ENERGIA NUFRI SL,kWh,2023,0.26,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,ENERGIA NUFRI SL,kWh,2024,0.268,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,ENERGIA NUFRI SL,kWh,2025,0.254,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,ENERGIA OPERATIVA SL,kWh,2025,0.104,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"ENERGIA VIVA SPAIN, S.L.",kWh,2022,0.272,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"ENERGIA VIVA SPAIN, S.L.",kWh,2023,0.26,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"ENERGIA VIVA SPAIN, S.L.",kWh,2024,0.283,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"ENERGIA VIVA SPAIN, S.L.",kWh,2025,0.258,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"ENERGIAS RENOVADORAS, S.L.",kWh,2024,0.281,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"ENERGIAS RENOVADORAS, S.L.",kWh,2025,0.257,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,ENERGY BY COGEN S.L.U.,kWh,2022,0.273,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,ENERGY BY COGEN S.L.U.,kWh,2023,0.26,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"ENERGY PLUS IBERIA, S.L.",kWh,2025,0.258,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,ENERGY STROM XXI SL,kWh,2022,0.24,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,ENERGY STROM XXI SL,kWh,2023,0.24,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,ENERGY STROM XXI SL,kWh,2024,0.207,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,ENERGY STROM XXI SL,kWh,2025,0.164,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"ENERGY TRADER SOLUTIONS, S.L.",kWh,2022,0.271,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"ENERGY TRADER SOLUTIONS, S.L.",kWh,2024,0.283,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"ENERGY TRADER SOLUTIONS, S.L.",kWh,2025,0.258,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"ENERGYA VM GESTION DE ENERGÍA, S.L",kWh,2022,0.273,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"ENERGYA VM GESTION DE ENERGÍA, S.L",kWh,2023,0.258,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"ENERGYA VM GESTION DE ENERGÍA, S.L",kWh,2024,0.283,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"ENERGYA VM GESTION DE ENERGÍA, S.L",kWh,2025,0.253,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,ENERGYSAVE PROJECTS S.L,kWh,2023,0.26,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,ENERGYSAVE PROJECTS S.L,kWh,2024,0.272,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,ENERGYSAVE PROJECTS S.L,kWh,2025,0,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,ENERGÉTICA DEL ESTE SL,kWh,2022,0.273,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"ENERGÍA ECOLÓGICA ECONÓMICA, S.L.",kWh,2022,0.27,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"ENERGÍA ECOLÓGICA ECONÓMICA, S.L.",kWh,2023,0.26,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"ENERGÍA ECOLÓGICA ECONÓMICA, S.L.",kWh,2024,0.283,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"ENERGÍA ECOLÓGICA ECONÓMICA, S.L.",kWh,2025,0,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"ENERGÍA LIBRE COMERCIALIZADORA, S.L.",kWh,2023,0.259,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"ENERGÍA LIBRE COMERCIALIZADORA, S.L.",kWh,2024,0.283,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"ENERGÍA LIBRE COMERCIALIZADORA, S.L.",kWh,2025,0.257,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"ENERGÍAS DE PANTICOSA COMERCIALIZADORA, S.L.",kWh,2024,0.283,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"ENERGÍAS DE PANTICOSA COMERCIALIZADORA, S.L.",kWh,2025,0.25,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"ENERPLUS ENERGIA, S.A.",kWh,2022,0.273,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"ENERPLUS ENERGIA, S.A.",kWh,2023,0.26,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"ENERPLUS ENERGIA, S.A.",kWh,2024,0.283,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"ENERPLUS ENERGIA, S.A.",kWh,2025,0,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,ENERXIA GALEGA MAIS SLU,kWh,2022,0.273,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,ENERXIA GALEGA MAIS SLU,kWh,2023,0.26,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,ENERXIA GALEGA MAIS SLU,kWh,2024,0.26,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,ENERXIA GALEGA MAIS SLU,kWh,2025,0.258,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"ENGIE ESPAÑA, S.L",kWh,2022,0.272,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"ENGIE ESPAÑA, S.L",kWh,2023,0.258,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"ENGIE ESPAÑA, S.L",kWh,2024,0.269,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"ENGIE ESPAÑA, S.L",kWh,2025,0.245,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"ENI PLENITUDE IBERIA, S.L.",kWh,2022,0,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"ENI PLENITUDE IBERIA, S.L.",kWh,2023,0.252,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"ENI PLENITUDE IBERIA, S.L.",kWh,2024,0,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"ENI PLENITUDE IBERIA, S.L.",kWh,2025,0,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"ENSTROGA, S.L.",kWh,2023,0.252,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"ENSTROGA, S.L.",kWh,2024,0.283,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"ENSTROGA, S.L.",kWh,2025,0.258,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"ESCANDINAVA DE ELECTRICIDAD, S.L.U",kWh,2022,0.271,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"ESCANDINAVA DE ELECTRICIDAD, S.L.U",kWh,2023,0.259,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"ESCANDINAVA DE ELECTRICIDAD, S.L.U",kWh,2024,0.283,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"ESCANDINAVA DE ELECTRICIDAD, S.L.U",kWh,2025,0.258,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"ESTABANELL IMPULSA, S.A.U.",kWh,2024,0,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"ESTRATEGIAS ELÉCTRICAS INTEGRALES, S.A.",kWh,2022,0.272,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"ESTRATEGIAS ELÉCTRICAS INTEGRALES, S.A.",kWh,2023,0.26,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"ESTRATEGIAS ELÉCTRICAS INTEGRALES, S.A.",kWh,2024,0.283,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"ESTRATEGIAS ELÉCTRICAS INTEGRALES, S.A.",kWh,2025,0.258,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"ETER ENERGIA, S.L.",kWh,2025,0.258,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"EVOLVE ENERGIA, SL",kWh,2024,0.283,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"FACTOR ENERGÍA ESPAÑA, S.A.",kWh,2022,0.272,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"FACTOR ENERGÍA ESPAÑA, S.A.",kWh,2023,0.26,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"FACTOR ENERGÍA ESPAÑA, S.A.",kWh,2024,0.28,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"FACTOR ENERGÍA ESPAÑA, S.A.",kWh,2025,0.258,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"FACTOR ENERGÍA, S.A.",kWh,2022,0.255,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
