category,factor_id,geography,iso3,subcategory,activity,variant,technology_fuel_material,destination_origin_supplier,input_unit,activity_year,activity_year_scope,factor_year,factor_value,factor_unit,temporal_type,factor_version,source,source_detail,source_url,is_temporal_fallback,is_geographic_proxy,quality_status,notes,source_workbook,source_sheet
Residuos,RES_99275248DB0503,España,,Residuos químicos (peligrosos),"Pinturas, barnices y resinas",,,"Recuperación, regeneración y reutilización de envases",kg,2024,,,0.13926,kgCO2e/kg,VERSIONED,OCCC v2025,OCCC,source_row=63,,FALSE,FALSE,VALIDATED_FROM_REFERENCE,Factor versionado; no se presenta como FE anual,Residuos_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Residuos,RES_9C47B18EF5C38E,España,,Residuos químicos (peligrosos),"Pinturas, barnices y resinas",,,"Recuperación, regeneración y reutilización de envases",kg,2025,,,0.13926,kgCO2e/kg,VERSIONED,OCCC v2025,OCCC,source_row=63,,FALSE,FALSE,VALIDATED_FROM_REFERENCE,Factor versionado; no se presenta como FE anual,Residuos_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Residuos,RES_86449625DDCBCD,España,,Residuos químicos (peligrosos),"Pinturas, barnices y resinas",,,"Recuperación, regeneración y reutilización de envases",kg,2026,,,0.13926,kgCO2e/kg,VERSIONED,OCCC v2025,OCCC,source_row=63,,FALSE,FALSE,VALIDATED_FROM_REFERENCE,Factor versionado; no se presenta como FE anual,Residuos_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Residuos,RES_526EFC833B6797,España,,Residuos químicos (peligrosos),"Pinturas, barnices y resinas",,,Gestión a través de un Centro de Recogida y Transferencia,kg,2022,,,0.22542,kgCO2e/kg,VERSIONED,OCCC v2025,OCCC,source_row=64,,FALSE,FALSE,VALIDATED_FROM_REFERENCE,Factor versionado; no se presenta como FE anual,Residuos_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Residuos,RES_1E8224D95A4878,España,,Residuos químicos (peligrosos),"Pinturas, barnices y resinas",,,Gestión a través de un Centro de Recogida y Transferencia,kg,2023,,,0.22542,kgCO2e/kg,VERSIONED,OCCC v2025,OCCC,source_row=64,,FALSE,FALSE,VALIDATED_FROM_REFERENCE,Factor versionado; no se presenta como FE anual,Residuos_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Residuos,RES_848E6AF4A13B89,España,,Residuos químicos (peligrosos),"Pinturas, barnices y resinas",,,Gestión a través de un Centro de Recogida y Transferencia,kg,2024,,,0.22542,kgCO2e/kg,VERSIONED,OCCC v2025,OCCC,source_row=64,,FALSE,FALSE,VALIDATED_FROM_REFERENCE,Factor versionado; no se presenta como FE anual,Residuos_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Residuos,RES_8D5CDD21AF6DC3,España,,Residuos químicos (peligrosos),"Pinturas, barnices y resinas",,,Gestión a través de un Centro de Recogida y Transferencia,kg,2025,,,0.22542,kgCO2e/kg,VERSIONED,OCCC v2025,OCCC,source_row=64,,FALSE,FALSE,VALIDATED_FROM_REFERENCE,Factor versionado; no se presenta como FE anual,Residuos_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Residuos,RES_B34AC791B81A27,España,,Residuos químicos (peligrosos),"Pinturas, barnices y resinas",,,Gestión a través de un Centro de Recogida y Transferencia,kg,2026,,,0.22542,kgCO2e/kg,VERSIONED,OCCC v2025,OCCC,source_row=64,,FALSE,FALSE,VALIDATED_FROM_REFERENCE,Factor versionado; no se presenta como FE anual,Residuos_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Residuos,RES_C84D8E75101584,España,,Residuos químicos (peligrosos),"Pinturas, barnices y resinas",,,Incineración de residuos no halogenados,kg,2022,,,0.53635,kgCO2e/kg,VERSIONED,OCCC v2025,OCCC,source_row=65,,FALSE,FALSE,VALIDATED_FROM_REFERENCE,Factor versionado; no se presenta como FE anual,Residuos_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Residuos,RES_B8A0EB32EA432D,España,,Residuos químicos (peligrosos),"Pinturas, barnices y resinas",,,Incineración de residuos no halogenados,kg,2023,,,0.53635,kgCO2e/kg,VERSIONED,OCCC v2025,OCCC,source_row=65,,FALSE,FALSE,VALIDATED_FROM_REFERENCE,Factor versionado; no se presenta como FE anual,Residuos_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Residuos,RES_E2F346F63636F2,España,,Residuos químicos (peligrosos),"Pinturas, barnices y resinas",,,Incineración de residuos no halogenados,kg,2024,,,0.53635,kgCO2e/kg,VERSIONED,OCCC v2025,OCCC,source_row=65,,FALSE,FALSE,VALIDATED_FROM_REFERENCE,Factor versionado; no se presenta como FE anual,Residuos_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Residuos,RES_19EA54634A0C4E,España,,Residuos químicos (peligrosos),"Pinturas, barnices y resinas",,,Incineración de residuos no halogenados,kg,2025,,,0.53635,kgCO2e/kg,VERSIONED,OCCC v2025,OCCC,source_row=65,,FALSE,FALSE,VALIDATED_FROM_REFERENCE,Factor versionado; no se presenta como FE anual,Residuos_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Residuos,RES_C220B3427EA43C,España,,Residuos químicos (peligrosos),"Pinturas, barnices y resinas",,,Incineración de residuos no halogenados,kg,2026,,,0.53635,kgCO2e/kg,VERSIONED,OCCC v2025,OCCC,source_row=65,,FALSE,FALSE,VALIDATED_FROM_REFERENCE,Factor versionado; no se presenta como FE anual,Residuos_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Residuos,RES_2C57D6F54C5094,España,,Residuos químicos (peligrosos),"Pinturas, barnices y resinas",,,Regeneración de disolventes,kg,2022,,,0.30311,kgCO2e/kg,VERSIONED,OCCC v2025,OCCC,source_row=66,,FALSE,FALSE,VALIDATED_FROM_REFERENCE,Factor versionado; no se presenta como FE anual,Residuos_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Residuos,RES_AB7239326E923D,España,,Residuos químicos (peligrosos),"Pinturas, barnices y resinas",,,Regeneración de disolventes,kg,2023,,,0.30311,kgCO2e/kg,VERSIONED,OCCC v2025,OCCC,source_row=66,,FALSE,FALSE,VALIDATED_FROM_REFERENCE,Factor versionado; no se presenta como FE anual,Residuos_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Residuos,RES_8C9B04445F8959,España,,Residuos químicos (peligrosos),"Pinturas, barnices y resinas",,,Regeneración de disolventes,kg,2024,,,0.30311,kgCO2e/kg,VERSIONED,OCCC v2025,OCCC,source_row=66,,FALSE,FALSE,VALIDATED_FROM_REFERENCE,Factor versionado; no se presenta como FE anual,Residuos_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Residuos,RES_2BC5DBC77F1A6C,España,,Residuos químicos (peligrosos),"Pinturas, barnices y resinas",,,Regeneración de disolventes,kg,2025,,,0.30311,kgCO2e/kg,VERSIONED,OCCC v2025,OCCC,source_row=66,,FALSE,FALSE,VALIDATED_FROM_REFERENCE,Factor versionado; no se presenta como FE anual,Residuos_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Residuos,RES_D1726D6159F49B,España,,Residuos químicos (peligrosos),"Pinturas, barnices y resinas",,,Regeneración de disolventes,kg,2026,,,0.30311,kgCO2e/kg,VERSIONED,OCCC v2025,OCCC,source_row=66,,FALSE,FALSE,VALIDATED_FROM_REFERENCE,Factor versionado; no se presenta como FE anual,Residuos_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Residuos,RES_6D46D4E9A37B4D,España,,Residuos químicos (peligrosos),Texturizadores,,,Tratamiento físico-químico y biológico,kg,2022,,,0.03851,kgCO2e/kg,VERSIONED,OCCC v2025,OCCC,source_row=68,,FALSE,FALSE,VALIDATED_FROM_REFERENCE,Factor versionado; no se presenta como FE anual,Residuos_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Residuos,RES_1E1E881382BC45,España,,Residuos químicos (peligrosos),Texturizadores,,,Tratamiento físico-químico y biológico,kg,2023,,,0.03851,kgCO2e/kg,VERSIONED,OCCC v2025,OCCC,source_row=68,,FALSE,FALSE,VALIDATED_FROM_REFERENCE,Factor versionado; no se presenta como FE anual,Residuos_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Residuos,RES_B9D75EA53C7898,España,,Residuos químicos (peligrosos),Texturizadores,,,Tratamiento físico-químico y biológico,kg,2024,,,0.03851,kgCO2e/kg,VERSIONED,OCCC v2025,OCCC,source_row=68,,FALSE,FALSE,VALIDATED_FROM_REFERENCE,Factor versionado; no se presenta como FE anual,Residuos_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Residuos,RES_9B3DE7BC63E658,España,,Residuos químicos (peligrosos),Texturizadores,,,Tratamiento físico-químico y biológico,kg,2025,,,0.03851,kgCO2e/kg,VERSIONED,OCCC v2025,OCCC,source_row=68,,FALSE,FALSE,VALIDATED_FROM_REFERENCE,Factor versionado; no se presenta como FE anual,Residuos_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Residuos,RES_7973200AA12303,España,,Residuos químicos (peligrosos),Texturizadores,,,Tratamiento físico-químico y biológico,kg,2026,,,0.03851,kgCO2e/kg,VERSIONED,OCCC v2025,OCCC,source_row=68,,FALSE,FALSE,VALIDATED_FROM_REFERENCE,Factor versionado; no se presenta como FE anual,Residuos_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Residuos,RES_01AAB61A1E52C4,España,,Residuos químicos (peligrosos),Texturizadores,,,Tratamiento por evaporación,kg,2022,,,0.167,kgCO2e/kg,VERSIONED,OCCC v2025,OCCC,source_row=69,,FALSE,FALSE,VALIDATED_FROM_REFERENCE,Factor versionado; no se presenta como FE anual,Residuos_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Residuos,RES_ED04AE81E1FDE9,España,,Residuos químicos (peligrosos),Texturizadores,,,Tratamiento por evaporación,kg,2023,,,0.167,kgCO2e/kg,VERSIONED,OCCC v2025,OCCC,source_row=69,,FALSE,FALSE,VALIDATED_FROM_REFERENCE,Factor versionado; no se presenta como FE anual,Residuos_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Residuos,RES_6B3F07B812246D,España,,Residuos químicos (peligrosos),Texturizadores,,,Tratamiento por evaporación,kg,2024,,,0.167,kgCO2e/kg,VERSIONED,OCCC v2025,OCCC,source_row=69,,FALSE,FALSE,VALIDATED_FROM_REFERENCE,Factor versionado; no se presenta como FE anual,Residuos_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Residuos,RES_13D3733F681BC6,España,,Residuos químicos (peligrosos),Texturizadores,,,Tratamiento por evaporación,kg,2025,,,0.167,kgCO2e/kg,VERSIONED,OCCC v2025,OCCC,source_row=69,,FALSE,FALSE,VALIDATED_FROM_REFERENCE,Factor versionado; no se presenta como FE anual,Residuos_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Residuos,RES_758C8D3459AC98,España,,Residuos químicos (peligrosos),Texturizadores,,,Tratamiento por evaporación,kg,2026,,,0.167,kgCO2e/kg,VERSIONED,OCCC v2025,OCCC,source_row=69,,FALSE,FALSE,VALIDATED_FROM_REFERENCE,Factor versionado; no se presenta como FE anual,Residuos_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Residuos,RES_9ED66CA8B93185,España,,Residuos químicos (peligrosos),Texturizadores,,,"Recuperación, regeneración y reutilización de envases",kg,2022,,,0.13926,kgCO2e/kg,VERSIONED,OCCC v2025,OCCC,source_row=70,,FALSE,FALSE,VALIDATED_FROM_REFERENCE,Factor versionado; no se presenta como FE anual,Residuos_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Residuos,RES_BA4B0D9E6B2140,España,,Residuos químicos (peligrosos),Texturizadores,,,"Recuperación, regeneración y reutilización de envases",kg,2023,,,0.13926,kgCO2e/kg,VERSIONED,OCCC v2025,OCCC,source_row=70,,FALSE,FALSE,VALIDATED_FROM_REFERENCE,Factor versionado; no se presenta como FE anual,Residuos_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Residuos,RES_08D34DEC154464,España,,Residuos químicos (peligrosos),Texturizadores,,,"Recuperación, regeneración y reutilización de envases",kg,2024,,,0.13926,kgCO2e/kg,VERSIONED,OCCC v2025,OCCC,source_row=70,,FALSE,FALSE,VALIDATED_FROM_REFERENCE,Factor versionado; no se presenta como FE anual,Residuos_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Residuos,RES_6010AF25F6F36A,España,,Residuos químicos (peligrosos),Texturizadores,,,"Recuperación, regeneración y reutilización de envases",kg,2025,,,0.13926,kgCO2e/kg,VERSIONED,OCCC v2025,OCCC,source_row=70,,FALSE,FALSE,VALIDATED_FROM_REFERENCE,Factor versionado; no se presenta como FE anual,Residuos_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Residuos,RES_5070CD5E72E24C,España,,Residuos químicos (peligrosos),Texturizadores,,,"Recuperación, regeneración y reutilización de envases",kg,2026,,,0.13926,kgCO2e/kg,VERSIONED,OCCC v2025,OCCC,source_row=70,,FALSE,FALSE,VALIDATED_FROM_REFERENCE,Factor versionado; no se presenta como FE anual,Residuos_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Residuos,RES_7F506F82D0653D,España,,Residuos químicos (peligrosos),Texturizadores,,,Gestión a través de un Centro de Recogida y Transferencia,kg,2022,,,0.22542,kgCO2e/kg,VERSIONED,OCCC v2025,OCCC,source_row=71,,FALSE,FALSE,VALIDATED_FROM_REFERENCE,Factor versionado; no se presenta como FE anual,Residuos_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Residuos,RES_A940398A80D8EE,España,,Residuos químicos (peligrosos),Texturizadores,,,Gestión a través de un Centro de Recogida y Transferencia,kg,2023,,,0.22542,kgCO2e/kg,VERSIONED,OCCC v2025,OCCC,source_row=71,,FALSE,FALSE,VALIDATED_FROM_REFERENCE,Factor versionado; no se presenta como FE anual,Residuos_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Residuos,RES_3645E8D2A25C4B,España,,Residuos químicos (peligrosos),Texturizadores,,,Gestión a través de un Centro de Recogida y Transferencia,kg,2024,,,0.22542,kgCO2e/kg,VERSIONED,OCCC v2025,OCCC,source_row=71,,FALSE,FALSE,VALIDATED_FROM_REFERENCE,Factor versionado; no se presenta como FE anual,Residuos_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Residuos,RES_E801C7F1A5EBC2,España,,Residuos químicos (peligrosos),Texturizadores,,,Gestión a través de un Centro de Recogida y Transferencia,kg,2025,,,0.22542,kgCO2e/kg,VERSIONED,OCCC v2025,OCCC,source_row=71,,FALSE,FALSE,VALIDATED_FROM_REFERENCE,Factor versionado; no se presenta como FE anual,Residuos_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Residuos,RES_FFF89787833A73,España,,Residuos químicos (peligrosos),Texturizadores,,,Gestión a través de un Centro de Recogida y Transferencia,kg,2026,,,0.22542,kgCO2e/kg,VERSIONED,OCCC v2025,OCCC,source_row=71,,FALSE,FALSE,VALIDATED_FROM_REFERENCE,Factor versionado; no se presenta como FE anual,Residuos_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Residuos,RES_D3D3CDE52958AF,España,,Residuos químicos (peligrosos),Texturizadores,,,Incineración de residuos no halogenados,kg,2022,,,0.53635,kgCO2e/kg,VERSIONED,OCCC v2025,OCCC,source_row=72,,FALSE,FALSE,VALIDATED_FROM_REFERENCE,Factor versionado; no se presenta como FE anual,Residuos_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Residuos,RES_12277A66C0A815,España,,Residuos químicos (peligrosos),Texturizadores,,,Incineración de residuos no halogenados,kg,2023,,,0.53635,kgCO2e/kg,VERSIONED,OCCC v2025,OCCC,source_row=72,,FALSE,FALSE,VALIDATED_FROM_REFERENCE,Factor versionado; no se presenta como FE anual,Residuos_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Residuos,RES_1109A8153E3DFB,España,,Residuos químicos (peligrosos),Texturizadores,,,Incineración de residuos no halogenados,kg,2024,,,0.53635,kgCO2e/kg,VERSIONED,OCCC v2025,OCCC,source_row=72,,FALSE,FALSE,VALIDATED_FROM_REFERENCE,Factor versionado; no se presenta como FE anual,Residuos_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Residuos,RES_026DC9590D5FD9,España,,Residuos químicos (peligrosos),Texturizadores,,,Incineración de residuos no halogenados,kg,2025,,,0.53635,kgCO2e/kg,VERSIONED,OCCC v2025,OCCC,source_row=72,,FALSE,FALSE,VALIDATED_FROM_REFERENCE,Factor versionado; no se presenta como FE anual,Residuos_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Residuos,RES_5DB39CF1BAD944,España,,Residuos químicos (peligrosos),Texturizadores,,,Incineración de residuos no halogenados,kg,2026,,,0.53635,kgCO2e/kg,VERSIONED,OCCC v2025,OCCC,source_row=72,,FALSE,FALSE,VALIDATED_FROM_REFERENCE,Factor versionado; no se presenta como FE anual,Residuos_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Residuos,RES_6CF1654DC61C95,España,,Residuos químicos (peligrosos),Texturizadores,,,Regeneración de disolventes,kg,2022,,,0.30311,kgCO2e/kg,VERSIONED,OCCC v2025,OCCC,source_row=73,,FALSE,FALSE,VALIDATED_FROM_REFERENCE,Factor versionado; no se presenta como FE anual,Residuos_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Residuos,RES_830CA7809F8458,España,,Residuos químicos (peligrosos),Texturizadores,,,Regeneración de disolventes,kg,2023,,,0.30311,kgCO2e/kg,VERSIONED,OCCC v2025,OCCC,source_row=73,,FALSE,FALSE,VALIDATED_FROM_REFERENCE,Factor versionado; no se presenta como FE anual,Residuos_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Residuos,RES_C55A9FED5CF111,España,,Residuos químicos (peligrosos),Texturizadores,,,Regeneración de disolventes,kg,2024,,,0.30311,kgCO2e/kg,VERSIONED,OCCC v2025,OCCC,source_row=73,,FALSE,FALSE,VALIDATED_FROM_REFERENCE,Factor versionado; no se presenta como FE anual,Residuos_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Residuos,RES_E5243BF4A05A14,España,,Residuos químicos (peligrosos),Texturizadores,,,Regeneración de disolventes,kg,2025,,,0.30311,kgCO2e/kg,VERSIONED,OCCC v2025,OCCC,source_row=73,,FALSE,FALSE,VALIDATED_FROM_REFERENCE,Factor versionado; no se presenta como FE anual,Residuos_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Residuos,RES_AB92A4E7860BE5,España,,Residuos químicos (peligrosos),Texturizadores,,,Regeneración de disolventes,kg,2026,,,0.30311,kgCO2e/kg,VERSIONED,OCCC v2025,OCCC,source_row=73,,FALSE,FALSE,VALIDATED_FROM_REFERENCE,Factor versionado; no se presenta como FE anual,Residuos_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Residuos,RES_A74C4A262890A0,España,,Residuos químicos (peligrosos),Lacas,,,Tratamiento físico-químico y biológico,kg,2022,,,0.03851,kgCO2e/kg,VERSIONED,OCCC v2025,OCCC,source_row=75,,FALSE,FALSE,VALIDATED_FROM_REFERENCE,Factor versionado; no se presenta como FE anual,Residuos_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Residuos,RES_F30719CC6A7A38,España,,Residuos químicos (peligrosos),Lacas,,,Tratamiento físico-químico y biológico,kg,2023,,,0.03851,kgCO2e/kg,VERSIONED,OCCC v2025,OCCC,source_row=75,,FALSE,FALSE,VALIDATED_FROM_REFERENCE,Factor versionado; no se presenta como FE anual,Residuos_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Residuos,RES_5F3DCE0DAEFDC4,España,,Residuos químicos (peligrosos),Lacas,,,Tratamiento físico-químico y biológico,kg,2024,,,0.03851,kgCO2e/kg,VERSIONED,OCCC v2025,OCCC,source_row=75,,FALSE,FALSE,VALIDATED_FROM_REFERENCE,Factor versionado; no se presenta como FE anual,Residuos_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Residuos,RES_04E502A69DF9FF,España,,Residuos químicos (peligrosos),Lacas,,,Tratamiento físico-químico y biológico,kg,2025,,,0.03851,kgCO2e/kg,VERSIONED,OCCC v2025,OCCC,source_row=75,,FALSE,FALSE,VALIDATED_FROM_REFERENCE,Factor versionado; no se presenta como FE anual,Residuos_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Residuos,RES_B404EB96C1D661,España,,Residuos químicos (peligrosos),Lacas,,,Tratamiento físico-químico y biológico,kg,2026,,,0.03851,kgCO2e/kg,VERSIONED,OCCC v2025,OCCC,source_row=75,,FALSE,FALSE,VALIDATED_FROM_REFERENCE,Factor versionado; no se presenta como FE anual,Residuos_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Residuos,RES_DA9E383A5DD56C,España,,Residuos químicos (peligrosos),Lacas,,,Tratamiento por evaporación,kg,2022,,,0.167,kgCO2e/kg,VERSIONED,OCCC v2025,OCCC,source_row=76,,FALSE,FALSE,VALIDATED_FROM_REFERENCE,Factor versionado; no se presenta como FE anual,Residuos_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Residuos,RES_203E15893423E8,España,,Residuos químicos (peligrosos),Lacas,,,Tratamiento por evaporación,kg,2023,,,0.167,kgCO2e/kg,VERSIONED,OCCC v2025,OCCC,source_row=76,,FALSE,FALSE,VALIDATED_FROM_REFERENCE,Factor versionado; no se presenta como FE anual,Residuos_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Residuos,RES_B1C45DAFBB6DED,España,,Residuos químicos (peligrosos),Lacas,,,Tratamiento por evaporación,kg,2024,,,0.167,kgCO2e/kg,VERSIONED,OCCC v2025,OCCC,source_row=76,,FALSE,FALSE,VALIDATED_FROM_REFERENCE,Factor versionado; no se presenta como FE anual,Residuos_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Residuos,RES_E71B9037A3F51F,España,,Residuos químicos (peligrosos),Lacas,,,Tratamiento por evaporación,kg,2025,,,0.167,kgCO2e/kg,VERSIONED,OCCC v2025,OCCC,source_row=76,,FALSE,FALSE,VALIDATED_FROM_REFERENCE,Factor versionado; no se presenta como FE anual,Residuos_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Residuos,RES_A3A9EEA3BD0864,España,,Residuos químicos (peligrosos),Lacas,,,Tratamiento por evaporación,kg,2026,,,0.167,kgCO2e/kg,VERSIONED,OCCC v2025,OCCC,source_row=76,,FALSE,FALSE,VALIDATED_FROM_REFERENCE,Factor versionado; no se presenta como FE anual,Residuos_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Residuos,RES_010B96B54AEC1E,España,,Residuos químicos (peligrosos),Lacas,,,"Recuperación, regeneración y reutilización de envases",kg,2022,,,0.13926,kgCO2e/kg,VERSIONED,OCCC v2025,OCCC,source_row=77,,FALSE,FALSE,VALIDATED_FROM_REFERENCE,Factor versionado; no se presenta como FE anual,Residuos_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Residuos,RES_9FC4BB4D9BC948,España,,Residuos químicos (peligrosos),Lacas,,,"Recuperación, regeneración y reutilización de envases",kg,2023,,,0.13926,kgCO2e/kg,VERSIONED,OCCC v2025,OCCC,source_row=77,,FALSE,FALSE,VALIDATED_FROM_REFERENCE,Factor versionado; no se presenta como FE anual,Residuos_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Residuos,RES_D9C0083685D914,España,,Residuos químicos (peligrosos),Lacas,,,"Recuperación, regeneración y reutilización de envases",kg,2024,,,0.13926,kgCO2e/kg,VERSIONED,OCCC v2025,OCCC,source_row=77,,FALSE,FALSE,VALIDATED_FROM_REFERENCE,Factor versionado; no se presenta como FE anual,Residuos_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Residuos,RES_A03124FD16859B,España,,Residuos químicos (peligrosos),Lacas,,,"Recuperación, regeneración y reutilización de envases",kg,2025,,,0.13926,kgCO2e/kg,VERSIONED,OCCC v2025,OCCC,source_row=77,,FALSE,FALSE,VALIDATED_FROM_REFERENCE,Factor versionado; no se presenta como FE anual,Residuos_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Residuos,RES_4A10B556E9EBA6,España,,Residuos químicos (peligrosos),Lacas,,,"Recuperación, regeneración y reutilización de envases",kg,2026,,,0.13926,kgCO2e/kg,VERSIONED,OCCC v2025,OCCC,source_row=77,,FALSE,FALSE,VALIDATED_FROM_REFERENCE,Factor versionado; no se presenta como FE anual,Residuos_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Residuos,RES_04484D7D13ADAD,España,,Residuos químicos (peligrosos),Lacas,,,Gestión a través de un Centro de Recogida y Transferencia,kg,2022,,,0.22542,kgCO2e/kg,VERSIONED,OCCC v2025,OCCC,source_row=78,,FALSE,FALSE,VALIDATED_FROM_REFERENCE,Factor versionado; no se presenta como FE anual,Residuos_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Residuos,RES_31E883569E5CB9,España,,Residuos químicos (peligrosos),Lacas,,,Gestión a través de un Centro de Recogida y Transferencia,kg,2023,,,0.22542,kgCO2e/kg,VERSIONED,OCCC v2025,OCCC,source_row=78,,FALSE,FALSE,VALIDATED_FROM_REFERENCE,Factor versionado; no se presenta como FE anual,Residuos_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Residuos,RES_68A1415DBAF29A,España,,Residuos químicos (peligrosos),Lacas,,,Gestión a través de un Centro de Recogida y Transferencia,kg,2024,,,0.22542,kgCO2e/kg,VERSIONED,OCCC v2025,OCCC,source_row=78,,FALSE,FALSE,VALIDATED_FROM_REFERENCE,Factor versionado; no se presenta como FE anual,Residuos_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Residuos,RES_76E80FA188E2CA,España,,Residuos químicos (peligrosos),Lacas,,,Gestión a través de un Centro de Recogida y Transferencia,kg,2025,,,0.22542,kgCO2e/kg,VERSIONED,OCCC v2025,OCCC,source_row=78,,FALSE,FALSE,VALIDATED_FROM_REFERENCE,Factor versionado; no se presenta como FE anual,Residuos_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Residuos,RES_36F9AEEDA15FB5,España,,Residuos químicos (peligrosos),Lacas,,,Gestión a través de un Centro de Recogida y Transferencia,kg,2026,,,0.22542,kgCO2e/kg,VERSIONED,OCCC v2025,OCCC,source_row=78,,FALSE,FALSE,VALIDATED_FROM_REFERENCE,Factor versionado; no se presenta como FE anual,Residuos_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Residuos,RES_980E74B6FF4B1F,España,,Residuos químicos (peligrosos),Lacas,,,Incineración de residuos no halogenados,kg,2022,,,0.53635,kgCO2e/kg,VERSIONED,OCCC v2025,OCCC,source_row=79,,FALSE,FALSE,VALIDATED_FROM_REFERENCE,Factor versionado; no se presenta como FE anual,Residuos_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
