category,factor_id,geography,iso3,subcategory,activity,variant,technology_fuel_material,destination_origin_supplier,input_unit,activity_year,activity_year_scope,factor_year,factor_value,factor_unit,temporal_type,factor_version,source,source_detail,source_url,is_temporal_fallback,is_geographic_proxy,quality_status,notes,source_workbook,source_sheet
Materiales y productos,MAT_7DDC7F62D39BBE,TODOS,,Polipropileno (PP),Polipropileno (PP),,,Producción de materia prima,kg,2025,,2025,2.57525292,kgCO2e/kg,ANNUAL,,CATEGORÍA MATERIALES Y PRODUCTOS_PLÁSTICO_REGISTRO PARA CÁLCULO_TABLAS_FACTORES DE EMISIÓN.xlsx,PLÁSTICO_FE · FE explícito,,FALSE,FALSE,,,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_DCDA16D0A0F3BE,TODOS,,Polipropileno (PP),Polipropileno (PP),,,Producción de materia prima,kg,2026,,2026,2.57525292,kgCO2e/kg,ANNUAL,DEFRA 2026,CATEGORÍA MATERIALES Y PRODUCTOS_PLÁSTICO_REGISTRO PARA CÁLCULO_TABLAS_FACTORES DE EMISIÓN.xlsx,PLÁSTICO_FE · FE explícito,,FALSE,FALSE,,DEFRA 2026 exacto; se corrige la cabecera temporal de la referencia.,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_5277D6893DE87C,TODOS,,Polipropileno (PP),Polipropileno (PP),,,Reciclado (Circuito cerrado),kg,2022,,2022,2.53738599752002,kgCO2e/kg,ANNUAL,,CATEGORÍA MATERIALES Y PRODUCTOS_PLÁSTICO_REGISTRO PARA CÁLCULO_TABLAS_FACTORES DE EMISIÓN.xlsx,PLÁSTICO_FE · FE explícito,,FALSE,FALSE,,,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_8F5CC20220DA3C,TODOS,,Polipropileno (PP),Polipropileno (PP),,,Reciclado (Circuito cerrado),kg,2023,,2023,1.30358892,kgCO2e/kg,ANNUAL,,CATEGORÍA MATERIALES Y PRODUCTOS_PLÁSTICO_REGISTRO PARA CÁLCULO_TABLAS_FACTORES DE EMISIÓN.xlsx,PLÁSTICO_FE · FE explícito,,FALSE,FALSE,,,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_9F0DB82A393F22,TODOS,,Polipropileno (PP),Polipropileno (PP),,,Reciclado (Circuito cerrado),kg,2024,,2024,1.31257172,kgCO2e/kg,ANNUAL,,CATEGORÍA MATERIALES Y PRODUCTOS_PLÁSTICO_REGISTRO PARA CÁLCULO_TABLAS_FACTORES DE EMISIÓN.xlsx,PLÁSTICO_FE · FE explícito,,FALSE,FALSE,,,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_2AC421337FAC10,TODOS,,Polipropileno (PP),Polipropileno (PP),,,Reciclado (Circuito cerrado),kg,2025,,2025,1.31025292,kgCO2e/kg,ANNUAL,,CATEGORÍA MATERIALES Y PRODUCTOS_PLÁSTICO_REGISTRO PARA CÁLCULO_TABLAS_FACTORES DE EMISIÓN.xlsx,PLÁSTICO_FE · FE explícito,,FALSE,FALSE,,,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_56C8C6A9DBB2F2,TODOS,,Polipropileno (PP),Polipropileno (PP),,,Reciclado (Circuito cerrado),kg,2026,,2026,1.31025292,kgCO2e/kg,ANNUAL,DEFRA 2026,CATEGORÍA MATERIALES Y PRODUCTOS_PLÁSTICO_REGISTRO PARA CÁLCULO_TABLAS_FACTORES DE EMISIÓN.xlsx,PLÁSTICO_FE · FE explícito,,FALSE,FALSE,,DEFRA 2026 exacto; se corrige la cabecera temporal de la referencia.,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_526E3B748ABFED,TODOS,,Poliestireno (PS),Poliestireno (PS),,,Producción de materia prima,kg,2022,,2022,3.76403980851007,kgCO2e/kg,ANNUAL,,CATEGORÍA MATERIALES Y PRODUCTOS_PLÁSTICO_REGISTRO PARA CÁLCULO_TABLAS_FACTORES DE EMISIÓN.xlsx,PLÁSTICO_FE · FE explícito,,FALSE,FALSE,,,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_CCFC0C6665005B,TODOS,,Poliestireno (PS),Poliestireno (PS),,,Producción de materia prima,kg,2023,,2023,4.36744048,kgCO2e/kg,ANNUAL,,CATEGORÍA MATERIALES Y PRODUCTOS_PLÁSTICO_REGISTRO PARA CÁLCULO_TABLAS_FACTORES DE EMISIÓN.xlsx,PLÁSTICO_FE · FE explícito,,FALSE,FALSE,,,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_C464DA27AE2A5B,TODOS,,Poliestireno (PS),Poliestireno (PS),,,Producción de materia prima,kg,2024,,2024,4.37680391,kgCO2e/kg,ANNUAL,,CATEGORÍA MATERIALES Y PRODUCTOS_PLÁSTICO_REGISTRO PARA CÁLCULO_TABLAS_FACTORES DE EMISIÓN.xlsx,PLÁSTICO_FE · FE explícito,,FALSE,FALSE,,,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_25DFB53C239130,TODOS,,Poliestireno (PS),Poliestireno (PS),,,Producción de materia prima,kg,2025,,2025,4.37438685,kgCO2e/kg,ANNUAL,,CATEGORÍA MATERIALES Y PRODUCTOS_PLÁSTICO_REGISTRO PARA CÁLCULO_TABLAS_FACTORES DE EMISIÓN.xlsx,PLÁSTICO_FE · FE explícito,,FALSE,FALSE,,,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_8EE490869DE7DA,TODOS,,Poliestireno (PS),Poliestireno (PS),,,Producción de materia prima,kg,2026,,2026,4.37438685,kgCO2e/kg,ANNUAL,DEFRA 2026,CATEGORÍA MATERIALES Y PRODUCTOS_PLÁSTICO_REGISTRO PARA CÁLCULO_TABLAS_FACTORES DE EMISIÓN.xlsx,PLÁSTICO_FE · FE explícito,,FALSE,FALSE,,DEFRA 2026 exacto; se corrige la cabecera temporal de la referencia.,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_D30A65A4A92B70,TODOS,,Poliestireno (PS),Poliestireno (PS),,,Reciclado (Circuito cerrado),kg,2022,,2022,3.18708199197162,kgCO2e/kg,ANNUAL,,CATEGORÍA MATERIALES Y PRODUCTOS_PLÁSTICO_REGISTRO PARA CÁLCULO_TABLAS_FACTORES DE EMISIÓN.xlsx,PLÁSTICO_FE · FE explícito,,FALSE,FALSE,,,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_A9FA202BCE221F,TODOS,,Poliestireno (PS),Poliestireno (PS),,,Reciclado (Circuito cerrado),kg,2023,,2023,2.66039912,kgCO2e/kg,ANNUAL,,CATEGORÍA MATERIALES Y PRODUCTOS_PLÁSTICO_REGISTRO PARA CÁLCULO_TABLAS_FACTORES DE EMISIÓN.xlsx,PLÁSTICO_FE · FE explícito,,FALSE,FALSE,,,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_30C92B6A49D890,TODOS,,Poliestireno (PS),Poliestireno (PS),,,Reciclado (Circuito cerrado),kg,2024,,2024,2.66976255,kgCO2e/kg,ANNUAL,,CATEGORÍA MATERIALES Y PRODUCTOS_PLÁSTICO_REGISTRO PARA CÁLCULO_TABLAS_FACTORES DE EMISIÓN.xlsx,PLÁSTICO_FE · FE explícito,,FALSE,FALSE,,,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_7ACC51941393C3,TODOS,,Poliestireno (PS),Poliestireno (PS),,,Reciclado (Circuito cerrado),kg,2025,,2025,2.66734549,kgCO2e/kg,ANNUAL,,CATEGORÍA MATERIALES Y PRODUCTOS_PLÁSTICO_REGISTRO PARA CÁLCULO_TABLAS_FACTORES DE EMISIÓN.xlsx,PLÁSTICO_FE · FE explícito,,FALSE,FALSE,,,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_8AF0BD225DB703,TODOS,,Poliestireno (PS),Poliestireno (PS),,,Reciclado (Circuito cerrado),kg,2026,,2026,2.66734549,kgCO2e/kg,ANNUAL,DEFRA 2026,CATEGORÍA MATERIALES Y PRODUCTOS_PLÁSTICO_REGISTRO PARA CÁLCULO_TABLAS_FACTORES DE EMISIÓN.xlsx,PLÁSTICO_FE · FE explícito,,FALSE,FALSE,,DEFRA 2026 exacto; se corrige la cabecera temporal de la referencia.,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_CD7AD8AFAA75E8,TODOS,,Policloruro de vinilo (PVC),Policloruro de vinilo (PVC),,,Producción de materia prima,kg,2022,,2022,3.3991750697041,kgCO2e/kg,ANNUAL,,CATEGORÍA MATERIALES Y PRODUCTOS_PLÁSTICO_REGISTRO PARA CÁLCULO_TABLAS_FACTORES DE EMISIÓN.xlsx,PLÁSTICO_FE · FE explícito,,FALSE,FALSE,,,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_80CFAB369A761D,TODOS,,Policloruro de vinilo (PVC),Policloruro de vinilo (PVC),,,Producción de materia prima,kg,2023,,2023,2.93577335,kgCO2e/kg,ANNUAL,,CATEGORÍA MATERIALES Y PRODUCTOS_PLÁSTICO_REGISTRO PARA CÁLCULO_TABLAS_FACTORES DE EMISIÓN.xlsx,PLÁSTICO_FE · FE explícito,,FALSE,FALSE,,,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_CE34FBAF4CD8D6,TODOS,,Policloruro de vinilo (PVC),Policloruro de vinilo (PVC),,,Producción de materia prima,kg,2024,,2024,2.94475615,kgCO2e/kg,ANNUAL,,CATEGORÍA MATERIALES Y PRODUCTOS_PLÁSTICO_REGISTRO PARA CÁLCULO_TABLAS_FACTORES DE EMISIÓN.xlsx,PLÁSTICO_FE · FE explícito,,FALSE,FALSE,,,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_21E366F3A278D0,TODOS,,Policloruro de vinilo (PVC),Policloruro de vinilo (PVC),,,Producción de materia prima,kg,2025,,2025,2.94243735,kgCO2e/kg,ANNUAL,,CATEGORÍA MATERIALES Y PRODUCTOS_PLÁSTICO_REGISTRO PARA CÁLCULO_TABLAS_FACTORES DE EMISIÓN.xlsx,PLÁSTICO_FE · FE explícito,,FALSE,FALSE,,,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_84310538ED8FC9,TODOS,,Policloruro de vinilo (PVC),Policloruro de vinilo (PVC),,,Producción de materia prima,kg,2026,,2026,2.94243735,kgCO2e/kg,ANNUAL,DEFRA 2026,CATEGORÍA MATERIALES Y PRODUCTOS_PLÁSTICO_REGISTRO PARA CÁLCULO_TABLAS_FACTORES DE EMISIÓN.xlsx,PLÁSTICO_FE · FE explícito,,FALSE,FALSE,,DEFRA 2026 exacto; se corrige la cabecera temporal de la referencia.,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_352BCBDB40E124,TODOS,,Policloruro de vinilo (PVC),Policloruro de vinilo (PVC),,,Reciclado (Circuito cerrado),kg,2022,,2022,2.48574316637955,kgCO2e/kg,ANNUAL,,CATEGORÍA MATERIALES Y PRODUCTOS_PLÁSTICO_REGISTRO PARA CÁLCULO_TABLAS_FACTORES DE EMISIÓN.xlsx,PLÁSTICO_FE · FE explícito,,FALSE,FALSE,,,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_C27D35ED772779,TODOS,,Policloruro de vinilo (PVC),Policloruro de vinilo (PVC),,,Reciclado (Circuito cerrado),kg,2023,,2023,1.83883987,kgCO2e/kg,ANNUAL,,CATEGORÍA MATERIALES Y PRODUCTOS_PLÁSTICO_REGISTRO PARA CÁLCULO_TABLAS_FACTORES DE EMISIÓN.xlsx,PLÁSTICO_FE · FE explícito,,FALSE,FALSE,,,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_9813BD7251E77E,TODOS,,Policloruro de vinilo (PVC),Policloruro de vinilo (PVC),,,Reciclado (Circuito cerrado),kg,2024,,2024,1.84782267,kgCO2e/kg,ANNUAL,,CATEGORÍA MATERIALES Y PRODUCTOS_PLÁSTICO_REGISTRO PARA CÁLCULO_TABLAS_FACTORES DE EMISIÓN.xlsx,PLÁSTICO_FE · FE explícito,,FALSE,FALSE,,,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_D6E11400799447,TODOS,,Policloruro de vinilo (PVC),Policloruro de vinilo (PVC),,,Reciclado (Circuito cerrado),kg,2025,,2025,1.84550387,kgCO2e/kg,ANNUAL,,CATEGORÍA MATERIALES Y PRODUCTOS_PLÁSTICO_REGISTRO PARA CÁLCULO_TABLAS_FACTORES DE EMISIÓN.xlsx,PLÁSTICO_FE · FE explícito,,FALSE,FALSE,,,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_1B08323509BC70,TODOS,,Policloruro de vinilo (PVC),Policloruro de vinilo (PVC),,,Reciclado (Circuito cerrado),kg,2026,,2026,1.84550387,kgCO2e/kg,ANNUAL,DEFRA 2026,CATEGORÍA MATERIALES Y PRODUCTOS_PLÁSTICO_REGISTRO PARA CÁLCULO_TABLAS_FACTORES DE EMISIÓN.xlsx,PLÁSTICO_FE · FE explícito,,FALSE,FALSE,,DEFRA 2026 exacto; se corrige la cabecera temporal de la referencia.,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_0CF2007D555B9B,TODOS,,Fibras textiles,Fibras textiles,Seda,,Materia prima virgen,kg,2022,,2022,221.7,kgCO2e/kg,ANNUAL,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_FIBRAS TEXTILES_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,FIBRAS TEXTILES_FE · FE explícito,,FALSE,FALSE,,,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_1D5EA9F8F2B2F1,TODOS,,Fibras textiles,Fibras textiles,Seda,,Materia prima virgen,kg,2023,,2023,221.7,kgCO2e/kg,ANNUAL,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_FIBRAS TEXTILES_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,FIBRAS TEXTILES_FE · FE explícito,,FALSE,FALSE,,,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_453282BF3F39F6,TODOS,,Fibras textiles,Fibras textiles,Seda,,Materia prima virgen,kg,2024,,2024,221.7,kgCO2e/kg,ANNUAL,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_FIBRAS TEXTILES_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,FIBRAS TEXTILES_FE · FE explícito,,FALSE,FALSE,,,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_0925A8BC795BF4,TODOS,,Fibras textiles,Fibras textiles,Seda,,Materia prima virgen,kg,2025,,2025,221.7,kgCO2e/kg,ANNUAL,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_FIBRAS TEXTILES_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,FIBRAS TEXTILES_FE · FE explícito,,FALSE,FALSE,,,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_712F7BE90513EF,TODOS,,Fibras textiles,Fibras textiles,Seda,,Materia prima virgen,kg,2026,,,221.7,kgCO2e/kg,VERSIONED,Versión de la fuente incluida en el fichero de origen,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_FIBRAS TEXTILES_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,FIBRAS TEXTILES_FE · FE explícito,,FALSE,FALSE,,Fuente versionada/no anual: aplicable a 2026 sin fingir factor_year.,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_C790E00ABA4357,TODOS,,Fibras textiles,Fibras textiles,Lana alpaca,,Materia prima virgen,kg,2022,,2022,80.59999999999999,kgCO2e/kg,ANNUAL,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_FIBRAS TEXTILES_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,FIBRAS TEXTILES_FE · FE explícito,,FALSE,FALSE,,,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_6F55CF6CA7DF83,TODOS,,Fibras textiles,Fibras textiles,Lana alpaca,,Materia prima virgen,kg,2023,,2023,80.59999999999999,kgCO2e/kg,ANNUAL,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_FIBRAS TEXTILES_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,FIBRAS TEXTILES_FE · FE explícito,,FALSE,FALSE,,,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_FF74D10161AF21,TODOS,,Fibras textiles,Fibras textiles,Lana alpaca,,Materia prima virgen,kg,2024,,2024,80.59999999999999,kgCO2e/kg,ANNUAL,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_FIBRAS TEXTILES_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,FIBRAS TEXTILES_FE · FE explícito,,FALSE,FALSE,,,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_3B474FE1039139,TODOS,,Fibras textiles,Fibras textiles,Lana alpaca,,Materia prima virgen,kg,2025,,2025,80.59999999999999,kgCO2e/kg,ANNUAL,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_FIBRAS TEXTILES_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,FIBRAS TEXTILES_FE · FE explícito,,FALSE,FALSE,,,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_721EF3A1DA86B7,TODOS,,Fibras textiles,Fibras textiles,Lana alpaca,,Materia prima virgen,kg,2026,,,80.59999999999999,kgCO2e/kg,VERSIONED,Versión de la fuente incluida en el fichero de origen,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_FIBRAS TEXTILES_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,FIBRAS TEXTILES_FE · FE explícito,,FALSE,FALSE,,Fuente versionada/no anual: aplicable a 2026 sin fingir factor_year.,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_8498F39C85AB05,TODOS,,Fibras textiles,Fibras textiles,Lana cachemir,,Materia prima virgen,kg,2022,,2022,684.2,kgCO2e/kg,ANNUAL,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_FIBRAS TEXTILES_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,FIBRAS TEXTILES_FE · FE explícito,,FALSE,FALSE,,,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_88875AAB68BFA4,TODOS,,Fibras textiles,Fibras textiles,Lana cachemir,,Materia prima virgen,kg,2023,,2023,684.2,kgCO2e/kg,ANNUAL,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_FIBRAS TEXTILES_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,FIBRAS TEXTILES_FE · FE explícito,,FALSE,FALSE,,,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_F76EE5D5674FFF,TODOS,,Fibras textiles,Fibras textiles,Lana cachemir,,Materia prima virgen,kg,2024,,2024,684.2,kgCO2e/kg,ANNUAL,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_FIBRAS TEXTILES_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,FIBRAS TEXTILES_FE · FE explícito,,FALSE,FALSE,,,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_6698736F09E522,TODOS,,Fibras textiles,Fibras textiles,Lana cachemir,,Materia prima virgen,kg,2025,,2025,684.2,kgCO2e/kg,ANNUAL,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_FIBRAS TEXTILES_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,FIBRAS TEXTILES_FE · FE explícito,,FALSE,FALSE,,,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_F9712711242AAF,TODOS,,Fibras textiles,Fibras textiles,Lana cachemir,,Materia prima virgen,kg,2026,,,684.2,kgCO2e/kg,VERSIONED,Versión de la fuente incluida en el fichero de origen,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_FIBRAS TEXTILES_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,FIBRAS TEXTILES_FE · FE explícito,,FALSE,FALSE,,Fuente versionada/no anual: aplicable a 2026 sin fingir factor_year.,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_7185C8AED65547,TODOS,,Fibras textiles,Fibras textiles,Lana mohair,,Materia prima virgen,kg,2022,,2022,105.3,kgCO2e/kg,ANNUAL,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_FIBRAS TEXTILES_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,FIBRAS TEXTILES_FE · FE explícito,,FALSE,FALSE,,,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_D3E1992C2FC899,TODOS,,Fibras textiles,Fibras textiles,Lana mohair,,Materia prima virgen,kg,2023,,2023,105.3,kgCO2e/kg,ANNUAL,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_FIBRAS TEXTILES_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,FIBRAS TEXTILES_FE · FE explícito,,FALSE,FALSE,,,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_EBC0CE6262E840,TODOS,,Fibras textiles,Fibras textiles,Lana mohair,,Materia prima virgen,kg,2024,,2024,105.3,kgCO2e/kg,ANNUAL,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_FIBRAS TEXTILES_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,FIBRAS TEXTILES_FE · FE explícito,,FALSE,FALSE,,,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_52E2BF1216C8BE,TODOS,,Fibras textiles,Fibras textiles,Lana mohair,,Materia prima virgen,kg,2025,,2025,105.3,kgCO2e/kg,ANNUAL,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_FIBRAS TEXTILES_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,FIBRAS TEXTILES_FE · FE explícito,,FALSE,FALSE,,,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_128B9FAAD00FA1,TODOS,,Fibras textiles,Fibras textiles,Lana mohair,,Materia prima virgen,kg,2026,,,105.3,kgCO2e/kg,VERSIONED,Versión de la fuente incluida en el fichero de origen,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_FIBRAS TEXTILES_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,FIBRAS TEXTILES_FE · FE explícito,,FALSE,FALSE,,Fuente versionada/no anual: aplicable a 2026 sin fingir factor_year.,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_4C6FD1453854F2,TODOS,,Fibras textiles,Fibras textiles,Lana oveja,,Materia prima virgen,kg,2022,,2022,129,kgCO2e/kg,ANNUAL,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_FIBRAS TEXTILES_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,FIBRAS TEXTILES_FE · FE explícito,,FALSE,FALSE,,,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_0833C71861768F,TODOS,,Fibras textiles,Fibras textiles,Lana oveja,,Materia prima virgen,kg,2023,,2023,129,kgCO2e/kg,ANNUAL,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_FIBRAS TEXTILES_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,FIBRAS TEXTILES_FE · FE explícito,,FALSE,FALSE,,,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_667E7ECF0982F3,TODOS,,Fibras textiles,Fibras textiles,Lana oveja,,Materia prima virgen,kg,2024,,2024,129,kgCO2e/kg,ANNUAL,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_FIBRAS TEXTILES_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,FIBRAS TEXTILES_FE · FE explícito,,FALSE,FALSE,,,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_9AF6D368BE1232,TODOS,,Fibras textiles,Fibras textiles,Lana oveja,,Materia prima virgen,kg,2025,,2025,129,kgCO2e/kg,ANNUAL,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_FIBRAS TEXTILES_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,FIBRAS TEXTILES_FE · FE explícito,,FALSE,FALSE,,,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_D2A36C0BEE45D1,TODOS,,Fibras textiles,Fibras textiles,Lana oveja,,Materia prima virgen,kg,2026,,,129,kgCO2e/kg,VERSIONED,Versión de la fuente incluida en el fichero de origen,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_FIBRAS TEXTILES_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,FIBRAS TEXTILES_FE · FE explícito,,FALSE,FALSE,,Fuente versionada/no anual: aplicable a 2026 sin fingir factor_year.,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_0F97E2A891D3A1,TODOS,,Fibras textiles,Fibras textiles,Cuero oveja,,Materia prima virgen,kg,2022,,2022,21.3,kgCO2e/kg,ANNUAL,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_FIBRAS TEXTILES_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,FIBRAS TEXTILES_FE · FE explícito,,FALSE,FALSE,,,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
