category,factor_id,geography,iso3,subcategory,activity,variant,technology_fuel_material,destination_origin_supplier,input_unit,activity_year,activity_year_scope,factor_year,factor_value,factor_unit,temporal_type,factor_version,source,source_detail,source_url,is_temporal_fallback,is_geographic_proxy,quality_status,notes,source_workbook,source_sheet
Materiales y productos,MAT_17F3E614B89709,TODOS,,Fibras textiles,Fibras textiles,Conchas marinas,,Reutilizado,kg,2023,,,0,kgCO2e/kg,VERSIONED,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_FIBRAS TEXTILES_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,FIBRAS TEXTIL_REG PARA CÁLCULOS · Regla explícita: reutilizado = 0 de cuna a puerta,,FALSE,FALSE,,Regla metodológica no anual,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_2E5746F5373FAC,TODOS,,Fibras textiles,Fibras textiles,Conchas marinas,,Reutilizado,kg,2024,,,0,kgCO2e/kg,VERSIONED,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_FIBRAS TEXTILES_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,FIBRAS TEXTIL_REG PARA CÁLCULOS · Regla explícita: reutilizado = 0 de cuna a puerta,,FALSE,FALSE,,Regla metodológica no anual,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_C6071F341C569C,TODOS,,Fibras textiles,Fibras textiles,Conchas marinas,,Reutilizado,kg,2025,,,0,kgCO2e/kg,VERSIONED,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_FIBRAS TEXTILES_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,FIBRAS TEXTIL_REG PARA CÁLCULOS · Regla explícita: reutilizado = 0 de cuna a puerta,,FALSE,FALSE,,Regla metodológica no anual,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_04DC97F07AE982,TODOS,,Fibras textiles,Fibras textiles,Conchas marinas,,Reutilizado,kg,2026,,,0,kgCO2e/kg,RULE,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_FIBRAS TEXTILES_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,FIBRAS TEXTIL_REG PARA CÁLCULOS · Regla explícita: reutilizado = 0 de cuna a puerta,,FALSE,FALSE,,Regla metodológica no anual,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_B91B29376AC1B8,TODOS,,Fibras textiles,Fibras textiles,Corcho,,Reutilizado,kg,2022,,,0,kgCO2e/kg,VERSIONED,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_FIBRAS TEXTILES_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,FIBRAS TEXTIL_REG PARA CÁLCULOS · Regla explícita: reutilizado = 0 de cuna a puerta,,FALSE,FALSE,,Regla metodológica no anual,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_C277C0D4B88A00,TODOS,,Fibras textiles,Fibras textiles,Corcho,,Reutilizado,kg,2023,,,0,kgCO2e/kg,VERSIONED,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_FIBRAS TEXTILES_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,FIBRAS TEXTIL_REG PARA CÁLCULOS · Regla explícita: reutilizado = 0 de cuna a puerta,,FALSE,FALSE,,Regla metodológica no anual,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_FD782A745BA2A2,TODOS,,Fibras textiles,Fibras textiles,Corcho,,Reutilizado,kg,2024,,,0,kgCO2e/kg,VERSIONED,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_FIBRAS TEXTILES_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,FIBRAS TEXTIL_REG PARA CÁLCULOS · Regla explícita: reutilizado = 0 de cuna a puerta,,FALSE,FALSE,,Regla metodológica no anual,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_460FE242725DEB,TODOS,,Fibras textiles,Fibras textiles,Corcho,,Reutilizado,kg,2025,,,0,kgCO2e/kg,VERSIONED,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_FIBRAS TEXTILES_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,FIBRAS TEXTIL_REG PARA CÁLCULOS · Regla explícita: reutilizado = 0 de cuna a puerta,,FALSE,FALSE,,Regla metodológica no anual,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_0DAEE734F4220C,TODOS,,Fibras textiles,Fibras textiles,Corcho,,Reutilizado,kg,2026,,,0,kgCO2e/kg,RULE,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_FIBRAS TEXTILES_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,FIBRAS TEXTIL_REG PARA CÁLCULOS · Regla explícita: reutilizado = 0 de cuna a puerta,,FALSE,FALSE,,Regla metodológica no anual,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_DA0754E7CFE162,TODOS,,"Loneta, loneta","Loneta, loneta",Acrílica,,Reutilizado,kg,2022,,,0,kgCO2e/kg,VERSIONED,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_LONA LONETA_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,LONA O LONETA_REG PARA CÁLCULOS · Regla explícita: reutilizado = 0 de cuna a puerta,,FALSE,FALSE,,Regla metodológica no anual,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_14E4F03D3CDAA3,TODOS,,"Loneta, loneta","Loneta, loneta",Acrílica,,Reutilizado,kg,2023,,,0,kgCO2e/kg,VERSIONED,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_LONA LONETA_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,LONA O LONETA_REG PARA CÁLCULOS · Regla explícita: reutilizado = 0 de cuna a puerta,,FALSE,FALSE,,Regla metodológica no anual,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_CC9F89526E4CC9,TODOS,,"Loneta, loneta","Loneta, loneta",Acrílica,,Reutilizado,kg,2024,,,0,kgCO2e/kg,VERSIONED,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_LONA LONETA_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,LONA O LONETA_REG PARA CÁLCULOS · Regla explícita: reutilizado = 0 de cuna a puerta,,FALSE,FALSE,,Regla metodológica no anual,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_92AC007FBA9E3F,TODOS,,"Loneta, loneta","Loneta, loneta",Acrílica,,Reutilizado,kg,2025,,,0,kgCO2e/kg,VERSIONED,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_LONA LONETA_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,LONA O LONETA_REG PARA CÁLCULOS · Regla explícita: reutilizado = 0 de cuna a puerta,,FALSE,FALSE,,Regla metodológica no anual,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_548475B62D78A0,TODOS,,"Loneta, loneta","Loneta, loneta",Acrílica,,Reutilizado,kg,2026,,,0,kgCO2e/kg,RULE,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_LONA LONETA_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,LONA O LONETA_REG PARA CÁLCULOS · Regla explícita: reutilizado = 0 de cuna a puerta,,FALSE,FALSE,,Regla metodológica no anual,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_16DE72A72EBD8E,TODOS,,"Loneta, loneta","Loneta, loneta",Algodón,,Reutilizado,kg,2022,,,0,kgCO2e/kg,VERSIONED,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_LONA LONETA_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,LONA O LONETA_REG PARA CÁLCULOS · Regla explícita: reutilizado = 0 de cuna a puerta,,FALSE,FALSE,,Regla metodológica no anual,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_84D5373C616B80,TODOS,,"Loneta, loneta","Loneta, loneta",Algodón,,Reutilizado,kg,2023,,,0,kgCO2e/kg,VERSIONED,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_LONA LONETA_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,LONA O LONETA_REG PARA CÁLCULOS · Regla explícita: reutilizado = 0 de cuna a puerta,,FALSE,FALSE,,Regla metodológica no anual,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_9467F6998BC4A9,TODOS,,"Loneta, loneta","Loneta, loneta",Algodón,,Reutilizado,kg,2024,,,0,kgCO2e/kg,VERSIONED,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_LONA LONETA_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,LONA O LONETA_REG PARA CÁLCULOS · Regla explícita: reutilizado = 0 de cuna a puerta,,FALSE,FALSE,,Regla metodológica no anual,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_FA56F40374CC27,TODOS,,"Loneta, loneta","Loneta, loneta",Algodón,,Reutilizado,kg,2025,,,0,kgCO2e/kg,VERSIONED,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_LONA LONETA_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,LONA O LONETA_REG PARA CÁLCULOS · Regla explícita: reutilizado = 0 de cuna a puerta,,FALSE,FALSE,,Regla metodológica no anual,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_742F65F4CCC1AA,TODOS,,"Loneta, loneta","Loneta, loneta",Algodón,,Reutilizado,kg,2026,,,0,kgCO2e/kg,RULE,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_LONA LONETA_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,LONA O LONETA_REG PARA CÁLCULOS · Regla explícita: reutilizado = 0 de cuna a puerta,,FALSE,FALSE,,Regla metodológica no anual,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_D5686172DC508F,TODOS,,"Loneta, loneta","Loneta, loneta",PVC,,Reutilizado,kg,2022,,,0,kgCO2e/kg,VERSIONED,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_LONA LONETA_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,LONA O LONETA_REG PARA CÁLCULOS · Regla explícita: reutilizado = 0 de cuna a puerta,,FALSE,FALSE,,Regla metodológica no anual,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_8D359C28438EC3,TODOS,,"Loneta, loneta","Loneta, loneta",PVC,,Reutilizado,kg,2023,,,0,kgCO2e/kg,VERSIONED,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_LONA LONETA_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,LONA O LONETA_REG PARA CÁLCULOS · Regla explícita: reutilizado = 0 de cuna a puerta,,FALSE,FALSE,,Regla metodológica no anual,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_05FA9AC60EBE70,TODOS,,"Loneta, loneta","Loneta, loneta",PVC,,Reutilizado,kg,2024,,,0,kgCO2e/kg,VERSIONED,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_LONA LONETA_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,LONA O LONETA_REG PARA CÁLCULOS · Regla explícita: reutilizado = 0 de cuna a puerta,,FALSE,FALSE,,Regla metodológica no anual,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_591AECA4986950,TODOS,,"Loneta, loneta","Loneta, loneta",PVC,,Reutilizado,kg,2025,,,0,kgCO2e/kg,VERSIONED,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_LONA LONETA_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,LONA O LONETA_REG PARA CÁLCULOS · Regla explícita: reutilizado = 0 de cuna a puerta,,FALSE,FALSE,,Regla metodológica no anual,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_B06CB38EDFC2D4,TODOS,,"Loneta, loneta","Loneta, loneta",PVC,,Reutilizado,kg,2026,,,0,kgCO2e/kg,RULE,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_LONA LONETA_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,LONA O LONETA_REG PARA CÁLCULOS · Regla explícita: reutilizado = 0 de cuna a puerta,,FALSE,FALSE,,Regla metodológica no anual,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_BF5AD486FAAC42,TODOS,,"Loneta, loneta","Loneta, loneta",Polietileno (PE),,Reutilizado,kg,2022,,,0,kgCO2e/kg,VERSIONED,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_LONA LONETA_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,LONA O LONETA_REG PARA CÁLCULOS · Regla explícita: reutilizado = 0 de cuna a puerta,,FALSE,FALSE,,Regla metodológica no anual,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_3D9C84DCDA548D,TODOS,,"Loneta, loneta","Loneta, loneta",Polietileno (PE),,Reutilizado,kg,2023,,,0,kgCO2e/kg,VERSIONED,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_LONA LONETA_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,LONA O LONETA_REG PARA CÁLCULOS · Regla explícita: reutilizado = 0 de cuna a puerta,,FALSE,FALSE,,Regla metodológica no anual,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_E553FCB65598D6,TODOS,,"Loneta, loneta","Loneta, loneta",Polietileno (PE),,Reutilizado,kg,2024,,,0,kgCO2e/kg,VERSIONED,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_LONA LONETA_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,LONA O LONETA_REG PARA CÁLCULOS · Regla explícita: reutilizado = 0 de cuna a puerta,,FALSE,FALSE,,Regla metodológica no anual,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_1431906F9B5CC6,TODOS,,"Loneta, loneta","Loneta, loneta",Polietileno (PE),,Reutilizado,kg,2025,,,0,kgCO2e/kg,VERSIONED,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_LONA LONETA_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,LONA O LONETA_REG PARA CÁLCULOS · Regla explícita: reutilizado = 0 de cuna a puerta,,FALSE,FALSE,,Regla metodológica no anual,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_3AAD234BA394F9,TODOS,,"Loneta, loneta","Loneta, loneta",Polietileno (PE),,Reutilizado,kg,2026,,,0,kgCO2e/kg,RULE,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_LONA LONETA_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,LONA O LONETA_REG PARA CÁLCULOS · Regla explícita: reutilizado = 0 de cuna a puerta,,FALSE,FALSE,,Regla metodológica no anual,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_F13FBBC281B0B3,TODOS,,"Loneta, loneta","Loneta, loneta",Polipropileno (PP),,Reutilizado,kg,2022,,,0,kgCO2e/kg,VERSIONED,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_LONA LONETA_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,LONA O LONETA_REG PARA CÁLCULOS · Regla explícita: reutilizado = 0 de cuna a puerta,,FALSE,FALSE,,Regla metodológica no anual,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_A69E665DCA0CF7,TODOS,,"Loneta, loneta","Loneta, loneta",Polipropileno (PP),,Reutilizado,kg,2023,,,0,kgCO2e/kg,VERSIONED,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_LONA LONETA_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,LONA O LONETA_REG PARA CÁLCULOS · Regla explícita: reutilizado = 0 de cuna a puerta,,FALSE,FALSE,,Regla metodológica no anual,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_C72DA2D7FC76B0,TODOS,,"Loneta, loneta","Loneta, loneta",Polipropileno (PP),,Reutilizado,kg,2024,,,0,kgCO2e/kg,VERSIONED,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_LONA LONETA_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,LONA O LONETA_REG PARA CÁLCULOS · Regla explícita: reutilizado = 0 de cuna a puerta,,FALSE,FALSE,,Regla metodológica no anual,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_24C20E6A802698,TODOS,,"Loneta, loneta","Loneta, loneta",Polipropileno (PP),,Reutilizado,kg,2025,,,0,kgCO2e/kg,VERSIONED,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_LONA LONETA_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,LONA O LONETA_REG PARA CÁLCULOS · Regla explícita: reutilizado = 0 de cuna a puerta,,FALSE,FALSE,,Regla metodológica no anual,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_5736BAD0790B0D,TODOS,,"Loneta, loneta","Loneta, loneta",Polipropileno (PP),,Reutilizado,kg,2026,,,0,kgCO2e/kg,RULE,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_LONA LONETA_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,LONA O LONETA_REG PARA CÁLCULOS · Regla explícita: reutilizado = 0 de cuna a puerta,,FALSE,FALSE,,Regla metodológica no anual,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_BA9D3C35CA29D1,TODOS,,"Loneta, loneta","Loneta, loneta",Poliéster (PET),,Reutilizado,kg,2022,,,0,kgCO2e/kg,VERSIONED,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_LONA LONETA_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,LONA O LONETA_REG PARA CÁLCULOS · Regla explícita: reutilizado = 0 de cuna a puerta,,FALSE,FALSE,,Regla metodológica no anual,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_33C61AFF7FCFFC,TODOS,,"Loneta, loneta","Loneta, loneta",Poliéster (PET),,Reutilizado,kg,2023,,,0,kgCO2e/kg,VERSIONED,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_LONA LONETA_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,LONA O LONETA_REG PARA CÁLCULOS · Regla explícita: reutilizado = 0 de cuna a puerta,,FALSE,FALSE,,Regla metodológica no anual,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_97482D73FA8F7F,TODOS,,"Loneta, loneta","Loneta, loneta",Poliéster (PET),,Reutilizado,kg,2024,,,0,kgCO2e/kg,VERSIONED,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_LONA LONETA_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,LONA O LONETA_REG PARA CÁLCULOS · Regla explícita: reutilizado = 0 de cuna a puerta,,FALSE,FALSE,,Regla metodológica no anual,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_3228CCF00BC98A,TODOS,,"Loneta, loneta","Loneta, loneta",Poliéster (PET),,Reutilizado,kg,2025,,,0,kgCO2e/kg,VERSIONED,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_LONA LONETA_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,LONA O LONETA_REG PARA CÁLCULOS · Regla explícita: reutilizado = 0 de cuna a puerta,,FALSE,FALSE,,Regla metodológica no anual,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_1E4C13696217B7,TODOS,,"Loneta, loneta","Loneta, loneta",Poliéster (PET),,Reutilizado,kg,2026,,,0,kgCO2e/kg,RULE,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_LONA LONETA_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,LONA O LONETA_REG PARA CÁLCULOS · Regla explícita: reutilizado = 0 de cuna a puerta,,FALSE,FALSE,,Regla metodológica no anual,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_02A222F3344602,TODOS,,Moqueta,Moqueta,Estándar,,Reutilizado,m²,2022,,,0,kgCO2e/m²,VERSIONED,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_MOQUETA_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,MOQUETA_REG PARA CÁLCULOS · Regla explícita: reutilizado = 0 de cuna a puerta,,FALSE,FALSE,,Regla metodológica no anual,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_57F73319B78AB1,TODOS,,Moqueta,Moqueta,Estándar,,Reutilizado,m²,2023,,,0,kgCO2e/m²,VERSIONED,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_MOQUETA_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,MOQUETA_REG PARA CÁLCULOS · Regla explícita: reutilizado = 0 de cuna a puerta,,FALSE,FALSE,,Regla metodológica no anual,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_A8C0BDAD6B97AA,TODOS,,Moqueta,Moqueta,Estándar,,Reutilizado,m²,2024,,,0,kgCO2e/m²,VERSIONED,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_MOQUETA_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,MOQUETA_REG PARA CÁLCULOS · Regla explícita: reutilizado = 0 de cuna a puerta,,FALSE,FALSE,,Regla metodológica no anual,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_D94FC04C9B7283,TODOS,,Moqueta,Moqueta,Estándar,,Reutilizado,m²,2025,,,0,kgCO2e/m²,VERSIONED,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_MOQUETA_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,MOQUETA_REG PARA CÁLCULOS · Regla explícita: reutilizado = 0 de cuna a puerta,,FALSE,FALSE,,Regla metodológica no anual,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_120744DF5903A2,TODOS,,Moqueta,Moqueta,Estándar,,Reutilizado,m²,2026,,,0,kgCO2e/m²,RULE,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_MOQUETA_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,MOQUETA_REG PARA CÁLCULOS · Regla explícita: reutilizado = 0 de cuna a puerta,,FALSE,FALSE,,Regla metodológica no anual,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_1C582BA1B52F6C,TODOS,,Moqueta,Moqueta,Sostenible,,Reutilizado,m²,2022,,,0,kgCO2e/m²,VERSIONED,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_MOQUETA_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,MOQUETA_REG PARA CÁLCULOS · Regla explícita: reutilizado = 0 de cuna a puerta,,FALSE,FALSE,,Regla metodológica no anual,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_DD9AC5ED910475,TODOS,,Moqueta,Moqueta,Sostenible,,Reutilizado,m²,2023,,,0,kgCO2e/m²,VERSIONED,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_MOQUETA_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,MOQUETA_REG PARA CÁLCULOS · Regla explícita: reutilizado = 0 de cuna a puerta,,FALSE,FALSE,,Regla metodológica no anual,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_3D23DEAE792090,TODOS,,Moqueta,Moqueta,Sostenible,,Reutilizado,m²,2024,,,0,kgCO2e/m²,VERSIONED,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_MOQUETA_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,MOQUETA_REG PARA CÁLCULOS · Regla explícita: reutilizado = 0 de cuna a puerta,,FALSE,FALSE,,Regla metodológica no anual,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_E9EA72C236C5F4,TODOS,,Moqueta,Moqueta,Sostenible,,Reutilizado,m²,2025,,,0,kgCO2e/m²,VERSIONED,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_MOQUETA_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,MOQUETA_REG PARA CÁLCULOS · Regla explícita: reutilizado = 0 de cuna a puerta,,FALSE,FALSE,,Regla metodológica no anual,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_C9B042F0E3B3E6,TODOS,,Moqueta,Moqueta,Sostenible,,Reutilizado,m²,2026,,,0,kgCO2e/m²,RULE,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_MOQUETA_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,MOQUETA_REG PARA CÁLCULOS · Regla explícita: reutilizado = 0 de cuna a puerta,,FALSE,FALSE,,Regla metodológica no anual,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_219E2559D4F96B,TODOS,,Barniz,Barniz,Barniz con base al agua,,Reutilizado,kg,2022,,,0,kgCO2e/kg,VERSIONED,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_PRODUCTOS_BARNIZ BASE AL AGUA_REGISTRO PARA CÁLCULO_VALORES PREDET_FACTORES DE EMISIÓN.xlsx,BARNIZ AL AGUA_REG PARA CALC · Regla explícita: reutilizado = 0,,FALSE,FALSE,,Regla metodológica no anual,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
