activity_year,country,iso3,stars,dataset,dataset_calendar_year,tool_version,factor_value,factor_unit,method,sample_count,is_temporal_fallback,is_geographic_proxy,source,source_url
2022,Bangladés,BGD,4,CHSB 2024v2,2022,Greenview CHSB public dataset,37.703218,kgCO2e/occupied room-night,GLOBAL_STAR_FALLBACK,2205,False,True,Greenview / Cornell Hotel Sustainability Benchmarking Index,https://greenview.sg/resources/chsb-index/
2022,Bangladés,BGD,5,CHSB 2024v2,2022,Greenview CHSB public dataset,78.970495,kgCO2e/occupied room-night,GLOBAL_STAR_FALLBACK,887,False,True,Greenview / Cornell Hotel Sustainability Benchmarking Index,https://greenview.sg/resources/chsb-index/
2022,Bangladés,BGD,unknown,CHSB 2024v2,2022,Greenview CHSB public dataset,25.514392,kgCO2e/occupied room-night,GLOBAL_UNKNOWN_FALLBACK,10183,False,True,Greenview / Cornell Hotel Sustainability Benchmarking Index,https://greenview.sg/resources/chsb-index/
2022,Barbados,BRB,2,CHSB 2024v2,2022,Greenview CHSB public dataset,14.037051,kgCO2e/occupied room-night,GLOBAL_STAR_FALLBACK,2777,False,True,Greenview / Cornell Hotel Sustainability Benchmarking Index,https://greenview.sg/resources/chsb-index/
2022,Barbados,BRB,3,CHSB 2024v2,2022,Greenview CHSB public dataset,19.102623,kgCO2e/occupied room-night,GLOBAL_STAR_FALLBACK,4306,False,True,Greenview / Cornell Hotel Sustainability Benchmarking Index,https://greenview.sg/resources/chsb-index/
2022,Barbados,BRB,4,CHSB 2024v2,2022,Greenview CHSB public dataset,37.703218,kgCO2e/occupied room-night,GLOBAL_STAR_FALLBACK,2205,False,True,Greenview / Cornell Hotel Sustainability Benchmarking Index,https://greenview.sg/resources/chsb-index/
2022,Barbados,BRB,5,CHSB 2024v2,2022,Greenview CHSB public dataset,78.970495,kgCO2e/occupied room-night,GLOBAL_STAR_FALLBACK,887,False,True,Greenview / Cornell Hotel Sustainability Benchmarking Index,https://greenview.sg/resources/chsb-index/
2022,Barbados,BRB,unknown,CHSB 2024v2,2022,Greenview CHSB public dataset,25.514392,kgCO2e/occupied room-night,GLOBAL_UNKNOWN_FALLBACK,10183,False,True,Greenview / Cornell Hotel Sustainability Benchmarking Index,https://greenview.sg/resources/chsb-index/
2022,Baréin,BHR,2,CHSB 2024v2,2022,Greenview CHSB public dataset,14.037051,kgCO2e/occupied room-night,GLOBAL_STAR_FALLBACK,2777,False,True,Greenview / Cornell Hotel Sustainability Benchmarking Index,https://greenview.sg/resources/chsb-index/
2022,Baréin,BHR,3,CHSB 2024v2,2022,Greenview CHSB public dataset,19.102623,kgCO2e/occupied room-night,GLOBAL_STAR_FALLBACK,4306,False,True,Greenview / Cornell Hotel Sustainability Benchmarking Index,https://greenview.sg/resources/chsb-index/
2022,Baréin,BHR,4,CHSB 2024v2,2022,Greenview CHSB public dataset,37.703218,kgCO2e/occupied room-night,GLOBAL_STAR_FALLBACK,2205,False,True,Greenview / Cornell Hotel Sustainability Benchmarking Index,https://greenview.sg/resources/chsb-index/
2022,Baréin,BHR,5,CHSB 2024v2,2022,Greenview CHSB public dataset,78.970495,kgCO2e/occupied room-night,GLOBAL_STAR_FALLBACK,887,False,True,Greenview / Cornell Hotel Sustainability Benchmarking Index,https://greenview.sg/resources/chsb-index/
