activity,subproduct,origin,unit,factor_value,factor_year,factor_unit,source_file,source_sheet,factor_basis,is_temporal_fallback,fallback_reason,temporal_type,factor_version,source_row
"Ropa y accesorios","Medias, leotardos",Alquilado,ud,0,,kgCO2e/ud,"FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx","ROPA Y ACCESO_REG PARA CÁLCULOS","Regla explícita: alquilado = 0",FALSE,"Regla metodológica no anual",RULE,,1591
"Ropa y accesorios",Sujetador,"Comprado de segunda mano",ud,0,,kgCO2e/ud,"FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx","ROPA Y ACCESO_REG PARA CÁLCULOS","Regla explícita: segunda mano = 0",FALSE,"Regla metodológica no anual",RULE,,1601
"Ropa y accesorios",Sujetador,Alquilado,ud,0,,kgCO2e/ud,"FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx","ROPA Y ACCESO_REG PARA CÁLCULOS","Regla explícita: alquilado = 0",FALSE,"Regla metodológica no anual",RULE,,1606
"Ropa y accesorios","Ropa interior mujer","Comprado de segunda mano",ud,0,,kgCO2e/ud,"FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx","ROPA Y ACCESO_REG PARA CÁLCULOS","Regla explícita: segunda mano = 0",FALSE,"Regla metodológica no anual",RULE,,1616
"Ropa y accesorios","Ropa interior mujer",Alquilado,ud,0,,kgCO2e/ud,"FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx","ROPA Y ACCESO_REG PARA CÁLCULOS","Regla explícita: alquilado = 0",FALSE,"Regla metodológica no anual",RULE,,1621
"Ropa y accesorios","Ropa interior hombre boxers","Comprado de segunda mano",ud,0,,kgCO2e/ud,"FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx","ROPA Y ACCESO_REG PARA CÁLCULOS","Regla explícita: segunda mano = 0",FALSE,"Regla metodológica no anual",RULE,,1631
"Ropa y accesorios","Ropa interior hombre boxers",Alquilado,ud,0,,kgCO2e/ud,"FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx","ROPA Y ACCESO_REG PARA CÁLCULOS","Regla explícita: alquilado = 0",FALSE,"Regla metodológica no anual",RULE,,1636
"Ropa y accesorios","Ropa interior hombre slips","Comprado de segunda mano",ud,0,,kgCO2e/ud,"FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx","ROPA Y ACCESO_REG PARA CÁLCULOS","Regla explícita: segunda mano = 0",FALSE,"Regla metodológica no anual",RULE,,1646
"Ropa y accesorios","Ropa interior hombre slips",Alquilado,ud,0,,kgCO2e/ud,"FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx","ROPA Y ACCESO_REG PARA CÁLCULOS","Regla explícita: alquilado = 0",FALSE,"Regla metodológica no anual",RULE,,1651
"Ropa y accesorios","Bata mujer","Comprado de segunda mano",ud,0,,kgCO2e/ud,"FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx","ROPA Y ACCESO_REG PARA CÁLCULOS","Regla explícita: segunda mano = 0",FALSE,"Regla metodológica no anual",RULE,,1661
"Ropa y accesorios","Bata mujer",Alquilado,ud,0,,kgCO2e/ud,"FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx","ROPA Y ACCESO_REG PARA CÁLCULOS","Regla explícita: alquilado = 0",FALSE,"Regla metodológica no anual",RULE,,1666
"Ropa y accesorios","Pijama hombre","Comprado de segunda mano",ud,0,,kgCO2e/ud,"FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx","ROPA Y ACCESO_REG PARA CÁLCULOS","Regla explícita: segunda mano = 0",FALSE,"Regla metodológica no anual",RULE,,1676
"Ropa y accesorios","Pijama hombre",Alquilado,ud,0,,kgCO2e/ud,"FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx","ROPA Y ACCESO_REG PARA CÁLCULOS","Regla explícita: alquilado = 0",FALSE,"Regla metodológica no anual",RULE,,1681
"Ropa y accesorios",Delantal,"Comprado de segunda mano",ud,0,,kgCO2e/ud,"FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx","ROPA Y ACCESO_REG PARA CÁLCULOS","Regla explícita: segunda mano = 0",FALSE,"Regla metodológica no anual",RULE,,1691
"Ropa y accesorios",Delantal,Alquilado,ud,0,,kgCO2e/ud,"FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx","ROPA Y ACCESO_REG PARA CÁLCULOS","Regla explícita: alquilado = 0",FALSE,"Regla metodológica no anual",RULE,,1696
"Ropa y accesorios","Ropa trabajo","Comprado de segunda mano",ud,0,,kgCO2e/ud,"FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx","ROPA Y ACCESO_REG PARA CÁLCULOS","Regla explícita: segunda mano = 0",FALSE,"Regla metodológica no anual",RULE,,1706
"Ropa y accesorios","Ropa trabajo",Alquilado,ud,0,,kgCO2e/ud,"FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx","ROPA Y ACCESO_REG PARA CÁLCULOS","Regla explícita: alquilado = 0",FALSE,"Regla metodológica no anual",RULE,,1711
"Ropa y accesorios","Sombrero para el sol","Comprado de segunda mano",ud,0,,kgCO2e/ud,"FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx","ROPA Y ACCESO_REG PARA CÁLCULOS","Regla explícita: segunda mano = 0",FALSE,"Regla metodológica no anual",RULE,,1721
"Ropa y accesorios","Sombrero para el sol",Alquilado,ud,0,,kgCO2e/ud,"FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx","ROPA Y ACCESO_REG PARA CÁLCULOS","Regla explícita: alquilado = 0",FALSE,"Regla metodológica no anual",RULE,,1726
"Ropa y accesorios","Gorra deportiva, beisbol","Comprado de segunda mano",ud,0,,kgCO2e/ud,"FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx","ROPA Y ACCESO_REG PARA CÁLCULOS","Regla explícita: segunda mano = 0",FALSE,"Regla metodológica no anual",RULE,,1736
"Ropa y accesorios","Gorra deportiva, beisbol",Alquilado,ud,0,,kgCO2e/ud,"FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx","ROPA Y ACCESO_REG PARA CÁLCULOS","Regla explícita: alquilado = 0",FALSE,"Regla metodológica no anual",RULE,,1741
"Ropa y accesorios","Sombrero, gorra de vestir","Comprado de segunda mano",ud,0,,kgCO2e/ud,"FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx","ROPA Y ACCESO_REG PARA CÁLCULOS","Regla explícita: segunda mano = 0",FALSE,"Regla metodológica no anual",RULE,,1751
"Ropa y accesorios","Sombrero, gorra de vestir",Alquilado,ud,0,,kgCO2e/ud,"FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx","ROPA Y ACCESO_REG PARA CÁLCULOS","Regla explícita: alquilado = 0",FALSE,"Regla metodológica no anual",RULE,,1756
"Ropa y accesorios",Gorro,"Comprado de segunda mano",ud,0,,kgCO2e/ud,"FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx","ROPA Y ACCESO_REG PARA CÁLCULOS","Regla explícita: segunda mano = 0",FALSE,"Regla metodológica no anual",RULE,,1766
"Ropa y accesorios",Gorro,Alquilado,ud,0,,kgCO2e/ud,"FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx","ROPA Y ACCESO_REG PARA CÁLCULOS","Regla explícita: alquilado = 0",FALSE,"Regla metodológica no anual",RULE,,1771
"Ropa y accesorios","Casco moto","Comprado de segunda mano",ud,0,,kgCO2e/ud,"FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx","ROPA Y ACCESO_REG PARA CÁLCULOS","Regla explícita: segunda mano = 0",FALSE,"Regla metodológica no anual",RULE,,1781
"Ropa y accesorios","Casco moto",Alquilado,ud,0,,kgCO2e/ud,"FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx","ROPA Y ACCESO_REG PARA CÁLCULOS","Regla explícita: alquilado = 0",FALSE,"Regla metodológica no anual",RULE,,1786
"Ropa y accesorios",Diadema,"Comprado de segunda mano",ud,0,,kgCO2e/ud,"FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx","ROPA Y ACCESO_REG PARA CÁLCULOS","Regla explícita: segunda mano = 0",FALSE,"Regla metodológica no anual",RULE,,1796
"Ropa y accesorios",Diadema,Alquilado,ud,0,,kgCO2e/ud,"FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx","ROPA Y ACCESO_REG PARA CÁLCULOS","Regla explícita: alquilado = 0",FALSE,"Regla metodológica no anual",RULE,,1801
"Ropa y accesorios","Coletero, goma para el pelo","Comprado de segunda mano",ud,0,,kgCO2e/ud,"FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx","ROPA Y ACCESO_REG PARA CÁLCULOS","Regla explícita: segunda mano = 0",FALSE,"Regla metodológica no anual",RULE,,1811
"Ropa y accesorios","Coletero, goma para el pelo",Alquilado,ud,0,,kgCO2e/ud,"FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx","ROPA Y ACCESO_REG PARA CÁLCULOS","Regla explícita: alquilado = 0",FALSE,"Regla metodológica no anual",RULE,,1816
"Ropa y accesorios",Cinturón,"Comprado de segunda mano",ud,0,,kgCO2e/ud,"FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx","ROPA Y ACCESO_REG PARA CÁLCULOS","Regla explícita: segunda mano = 0",FALSE,"Regla metodológica no anual",RULE,,1826
"Ropa y accesorios",Cinturón,Alquilado,ud,0,,kgCO2e/ud,"FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx","ROPA Y ACCESO_REG PARA CÁLCULOS","Regla explícita: alquilado = 0",FALSE,"Regla metodológica no anual",RULE,,1831
"Ropa y accesorios",Gafas,"Comprado de segunda mano",ud,0,,kgCO2e/ud,"FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx","ROPA Y ACCESO_REG PARA CÁLCULOS","Regla explícita: segunda mano = 0",FALSE,"Regla metodológica no anual",RULE,,1841
"Ropa y accesorios",Gafas,Alquilado,ud,0,,kgCO2e/ud,"FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx","ROPA Y ACCESO_REG PARA CÁLCULOS","Regla explícita: alquilado = 0",FALSE,"Regla metodológica no anual",RULE,,1846
"Ropa y accesorios",Corbata,"Comprado de segunda mano",ud,0,,kgCO2e/ud,"FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx","ROPA Y ACCESO_REG PARA CÁLCULOS","Regla explícita: segunda mano = 0",FALSE,"Regla metodológica no anual",RULE,,1856
"Ropa y accesorios",Corbata,Alquilado,ud,0,,kgCO2e/ud,"FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx","ROPA Y ACCESO_REG PARA CÁLCULOS","Regla explícita: alquilado = 0",FALSE,"Regla metodológica no anual",RULE,,1861
"Ropa y accesorios",Bufanda,"Comprado de segunda mano",ud,0,,kgCO2e/ud,"FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx","ROPA Y ACCESO_REG PARA CÁLCULOS","Regla explícita: segunda mano = 0",FALSE,"Regla metodológica no anual",RULE,,1871
"Ropa y accesorios",Bufanda,Alquilado,ud,0,,kgCO2e/ud,"FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx","ROPA Y ACCESO_REG PARA CÁLCULOS","Regla explícita: alquilado = 0",FALSE,"Regla metodológica no anual",RULE,,1876
"Ropa y accesorios",Guantes,"Comprado de segunda mano",ud,0,,kgCO2e/ud,"FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx","ROPA Y ACCESO_REG PARA CÁLCULOS","Regla explícita: segunda mano = 0",FALSE,"Regla metodológica no anual",RULE,,1886
"Ropa y accesorios",Guantes,Alquilado,ud,0,,kgCO2e/ud,"FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx","ROPA Y ACCESO_REG PARA CÁLCULOS","Regla explícita: alquilado = 0",FALSE,"Regla metodológica no anual",RULE,,1891
"Ropa y accesorios","Guantes trabajo","Comprado de segunda mano",ud,0,,kgCO2e/ud,"FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx","ROPA Y ACCESO_REG PARA CÁLCULOS","Regla explícita: segunda mano = 0",FALSE,"Regla metodológica no anual",RULE,,1901
"Ropa y accesorios","Guantes trabajo",Alquilado,ud,0,,kgCO2e/ud,"FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx","ROPA Y ACCESO_REG PARA CÁLCULOS","Regla explícita: alquilado = 0",FALSE,"Regla metodológica no anual",RULE,,1906
"Ropa y accesorios","Calentadores brazos","Comprado de segunda mano",ud,0,,kgCO2e/ud,"FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx","ROPA Y ACCESO_REG PARA CÁLCULOS","Regla explícita: segunda mano = 0",FALSE,"Regla metodológica no anual",RULE,,1916
"Ropa y accesorios","Calentadores brazos",Alquilado,ud,0,,kgCO2e/ud,"FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx","ROPA Y ACCESO_REG PARA CÁLCULOS","Regla explícita: alquilado = 0",FALSE,"Regla metodológica no anual",RULE,,1921
"Ropa y accesorios",Bolso,"Comprado de segunda mano",ud,0,,kgCO2e/ud,"FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx","ROPA Y ACCESO_REG PARA CÁLCULOS","Regla explícita: segunda mano = 0",FALSE,"Regla metodológica no anual",RULE,,1931
"Ropa y accesorios",Bolso,Alquilado,ud,0,,kgCO2e/ud,"FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx","ROPA Y ACCESO_REG PARA CÁLCULOS","Regla explícita: alquilado = 0",FALSE,"Regla metodológica no anual",RULE,,1936
"Ropa y accesorios","Cartera billetera","Comprado de segunda mano",ud,0,,kgCO2e/ud,"FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx","ROPA Y ACCESO_REG PARA CÁLCULOS","Regla explícita: segunda mano = 0",FALSE,"Regla metodológica no anual",RULE,,1946
"Ropa y accesorios","Cartera billetera",Alquilado,ud,0,,kgCO2e/ud,"FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx","ROPA Y ACCESO_REG PARA CÁLCULOS","Regla explícita: alquilado = 0",FALSE,"Regla metodológica no anual",RULE,,1951
"Ropa y accesorios",Pendientes,"Comprado de segunda mano",ud,0,,kgCO2e/ud,"FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx","ROPA Y ACCESO_REG PARA CÁLCULOS","Regla explícita: segunda mano = 0",FALSE,"Regla metodológica no anual",RULE,,1961
"Ropa y accesorios",Pendientes,Alquilado,ud,0,,kgCO2e/ud,"FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx","ROPA Y ACCESO_REG PARA CÁLCULOS","Regla explícita: alquilado = 0",FALSE,"Regla metodológica no anual",RULE,,1966
"Pilas, baterías","Pila/batería Alcalina",Reutilizado,kg,0,,kgCO2e/kg,"CATEGORÍA MATERIALES Y PRODUCTOS_PILAS Y BATERÍAS_REGISTRO PARA CÁLCULO_TABLAS_FACTORES DE EMISIÓN.xlsx","PILAS BATERÍAS_REG Y CÁLCULOS","Regla explícita: reutilizado = 0",FALSE,"Regla metodológica no anual",RULE,,1976
"Pilas, baterías","Pila/batería Alcalina",Alquilado,kg,0,,kgCO2e/kg,"CATEGORÍA MATERIALES Y PRODUCTOS_PILAS Y BATERÍAS_REGISTRO PARA CÁLCULO_TABLAS_FACTORES DE EMISIÓN.xlsx","PILAS BATERÍAS_REG Y CÁLCULOS","Regla explícita: alquilado = 0",FALSE,"Regla metodológica no anual",RULE,,1981
"Pilas, baterías","Pila/batería de Ion de litio",Reutilizado,kg,0,,kgCO2e/kg,"CATEGORÍA MATERIALES Y PRODUCTOS_PILAS Y BATERÍAS_REGISTRO PARA CÁLCULO_TABLAS_FACTORES DE EMISIÓN.xlsx","PILAS BATERÍAS_REG Y CÁLCULOS","Regla explícita: reutilizado = 0",FALSE,"Regla metodológica no anual",RULE,,1986
"Pilas, baterías","Pila/batería de Ion de litio",Alquilado,kg,0,,kgCO2e/kg,"CATEGORÍA MATERIALES Y PRODUCTOS_PILAS Y BATERÍAS_REGISTRO PARA CÁLCULO_TABLAS_FACTORES DE EMISIÓN.xlsx","PILAS BATERÍAS_REG Y CÁLCULOS","Regla explícita: alquilado = 0",FALSE,"Regla metodológica no anual",RULE,,1991
"Pilas, baterías","Batería NiMh",Reutilizado,kg,0,,kgCO2e/kg,"CATEGORÍA MATERIALES Y PRODUCTOS_PILAS Y BATERÍAS_REGISTRO PARA CÁLCULO_TABLAS_FACTORES DE EMISIÓN.xlsx","PILAS BATERÍAS_REG Y CÁLCULOS","Regla explícita: reutilizado = 0",FALSE,"Regla metodológica no anual",RULE,,1996
"Pilas, baterías","Batería NiMh",Alquilado,kg,0,,kgCO2e/kg,"CATEGORÍA MATERIALES Y PRODUCTOS_PILAS Y BATERÍAS_REGISTRO PARA CÁLCULO_TABLAS_FACTORES DE EMISIÓN.xlsx","PILAS BATERÍAS_REG Y CÁLCULOS","Regla explícita: alquilado = 0",FALSE,"Regla metodológica no anual",RULE,,2001
