region_scope,region_label,waste_type,waste_type_label,waste_activity,has_subactivity,treatment,route_type,source_family,temporal_type
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Aerosoles,true,Gestión a través de un Centro de Recogida y Transferencia,FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Aerosoles,true,Incineración de residuos no halogenados,FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Aerosoles,true,"Recuperación, regeneración y reutilización de envases",FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Aerosoles,true,Regeneración de disolventes,FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Aerosoles,true,Tratamiento físico-químico y biológico,FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Aerosoles,true,Tratamiento por evaporación,FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Betún de judea,true,Desconocido,DERIVED_MAX_VALID_TREATMENTS,,
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Betún de judea,true,Gestión a través de un Centro de Recogida y Transferencia,FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Betún de judea,true,Incineración de residuos no halogenados,FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Betún de judea,true,"Recuperación, regeneración y reutilización de envases",FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Betún de judea,true,Regeneración de disolventes,FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Betún de judea,true,Tratamiento físico-químico y biológico,FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Betún de judea,true,Tratamiento por evaporación,FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),"Botes y latas con restos de pintura, barniz y disolventes",true,Desconocido,DERIVED_MAX_VALID_TREATMENTS,,
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),"Botes y latas con restos de pintura, barniz y disolventes",true,Gestión a través de un Centro de Recogida y Transferencia (CRT),FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),"Botes y latas con restos de pintura, barniz y disolventes",true,Incineración de residuos no halogenados,FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),"Botes y latas con restos de pintura, barniz y disolventes",true,"Recuperación, regeneración y reutilización de envases",FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),"Botes y latas con restos de pintura, barniz y disolventes",true,Regeneración de disolventes,FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),"Botes y latas con restos de pintura, barniz y disolventes",true,Tratamiento físico-químico y biológico,FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),"Botes y latas con restos de pintura, barniz y disolventes",true,Tratamiento por evaporación,FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Colas,true,Desconocido,DERIVED_MAX_VALID_TREATMENTS,,
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Colas,true,Gestión a través de un Centro de Recogida y Transferencia,FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Colas,true,Incineración de residuos no halogenados,FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Colas,true,"Recuperación, regeneración y reutilización de envases",FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Colas,true,Regeneración de disolventes,FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Colas,true,Tratamiento físico-químico y biológico,FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Colas,true,Tratamiento por evaporación,FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Esmaltes sintéticos,true,Desconocido,DERIVED_MAX_VALID_TREATMENTS,,
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Esmaltes sintéticos,true,Gestión a través de un Centro de Recogida y Transferencia,FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Esmaltes sintéticos,true,Incineración de residuos no halogenados,FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Esmaltes sintéticos,true,"Recuperación, regeneración y reutilización de envases",FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Esmaltes sintéticos,true,Regeneración de disolventes,FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Esmaltes sintéticos,true,Tratamiento físico-químico y biológico,FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Esmaltes sintéticos,true,Tratamiento por evaporación,FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Imprimación,true,Desconocido,DERIVED_MAX_VALID_TREATMENTS,,
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Imprimación,true,Gestión a través de un Centro de Recogida y Transferencia,FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Imprimación,true,Incineración de residuos no halogenados,FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Imprimación,true,"Recuperación, regeneración y reutilización de envases",FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Imprimación,true,Regeneración de disolventes,FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Imprimación,true,Tratamiento físico-químico y biológico,FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Imprimación,true,Tratamiento por evaporación,FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Lacas,true,Desconocido,DERIVED_MAX_VALID_TREATMENTS,,
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Lacas,true,Gestión a través de un Centro de Recogida y Transferencia,FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Lacas,true,Incineración de residuos no halogenados,FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Lacas,true,"Recuperación, regeneración y reutilización de envases",FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Lacas,true,Regeneración de disolventes,FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Lacas,true,Tratamiento físico-químico y biológico,FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Lacas,true,Tratamiento por evaporación,FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Limpiadores de contacto en aerosol,true,Desconocido,DERIVED_MAX_VALID_TREATMENTS,,
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Limpiadores de contacto en aerosol,true,Gestión a través de un Centro de Recogida y Transferencia,FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Limpiadores de contacto en aerosol,true,Incineración de residuos no halogenados,FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Limpiadores de contacto en aerosol,true,"Recuperación, regeneración y reutilización de envases",FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Limpiadores de contacto en aerosol,true,Regeneración de disolventes,FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Limpiadores de contacto en aerosol,true,Tratamiento físico-químico y biológico,FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Limpiadores de contacto en aerosol,true,Tratamiento por evaporación,FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Líquidos de FX (base de glicol o glicerina),true,Desconocido,DERIVED_MAX_VALID_TREATMENTS,,
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Líquidos de FX (base de glicol o glicerina),true,Gestión a través de un Centro de Recogida y Transferencia,FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Líquidos de FX (base de glicol o glicerina),true,Incineración de residuos no halogenados,FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Líquidos de FX (base de glicol o glicerina),true,"Recuperación, regeneración y reutilización de envases",FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Líquidos de FX (base de glicol o glicerina),true,Regeneración de disolventes,FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Líquidos de FX (base de glicol o glicerina),true,Tratamiento físico-químico y biológico,FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Líquidos de FX (base de glicol o glicerina),true,Tratamiento por evaporación,FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Pegamentos,true,Desconocido,DERIVED_MAX_VALID_TREATMENTS,,
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Pegamentos,true,Gestión a través de un Centro de Recogida y Transferencia,FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Pegamentos,true,Incineración de residuos no halogenados,FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Pegamentos,true,"Recuperación, regeneración y reutilización de envases",FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Pegamentos,true,Regeneración de disolventes,FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Pegamentos,true,Tratamiento físico-químico y biológico,FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Pegamentos,true,Tratamiento por evaporación,FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Pegamentos y resinas de dos componentes,true,Desconocido,DERIVED_MAX_VALID_TREATMENTS,,
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Pegamentos y resinas de dos componentes,true,Gestión a través de un Centro de Recogida y Transferencia,FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Pegamentos y resinas de dos componentes,true,Incineración de residuos no halogenados,FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Pegamentos y resinas de dos componentes,true,"Recuperación, regeneración y reutilización de envases",FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Pegamentos y resinas de dos componentes,true,Regeneración de disolventes,FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Pegamentos y resinas de dos componentes,true,Tratamiento físico-químico y biológico,FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Pegamentos y resinas de dos componentes,true,Tratamiento por evaporación,FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Pintura al disolvente,true,Desconocido,DERIVED_MAX_VALID_TREATMENTS,,
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Pintura al disolvente,true,Gestión a través de un Centro de Recogida y Transferencia,FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Pintura al disolvente,true,Incineración de residuos no halogenados,FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Pintura al disolvente,true,"Recuperación, regeneración y reutilización de envases",FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Pintura al disolvente,true,Regeneración de disolventes,FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Pintura al disolvente,true,Tratamiento físico-químico y biológico,FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Pintura al disolvente,true,Tratamiento por evaporación,FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),"Pinturas, barnices y resinas",true,Desconocido,DERIVED_MAX_VALID_TREATMENTS,,
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),"Pinturas, barnices y resinas",true,Gestión a través de un Centro de Recogida y Transferencia,FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),"Pinturas, barnices y resinas",true,Incineración de residuos no halogenados,FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),"Pinturas, barnices y resinas",true,"Recuperación, regeneración y reutilización de envases",FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),"Pinturas, barnices y resinas",true,Regeneración de disolventes,FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),"Pinturas, barnices y resinas",true,Tratamiento físico-químico y biológico,FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),"Pinturas, barnices y resinas",true,Tratamiento por evaporación,FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Plastificantes,true,Desconocido,DERIVED_MAX_VALID_TREATMENTS,,
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Plastificantes,true,Gestión a través de un Centro de Recogida y Transferencia,FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Plastificantes,true,Incineración de residuos no halogenados,FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Plastificantes,true,"Recuperación, regeneración y reutilización de envases",FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Plastificantes,true,Regeneración de disolventes,FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Plastificantes,true,Tratamiento físico-químico y biológico,FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Plastificantes,true,Tratamiento por evaporación,FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Químicos de baños portátiles,true,Desconocido,DERIVED_MAX_VALID_TREATMENTS,,
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Químicos de baños portátiles,true,Gestión a través de un Centro de Recogida y Transferencia,FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Químicos de baños portátiles,true,Incineración de residuos no halogenados,FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Químicos de baños portátiles,true,"Recuperación, regeneración y reutilización de envases",FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Químicos de baños portátiles,true,Regeneración de disolventes,FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Químicos de baños portátiles,true,Tratamiento físico-químico y biológico,FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Químicos de baños portátiles,true,Tratamiento por evaporación,FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Texturizadores,true,Desconocido,DERIVED_MAX_VALID_TREATMENTS,,
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Texturizadores,true,Gestión a través de un Centro de Recogida y Transferencia,FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Texturizadores,true,Incineración de residuos no halogenados,FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Texturizadores,true,"Recuperación, regeneración y reutilización de envases",FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Texturizadores,true,Regeneración de disolventes,FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Texturizadores,true,Tratamiento físico-químico y biológico,FACTOR,OCCC,VERSIONED
spain,España,Residuos químicos (peligrosos),Residuos químicos (peligrosos),Texturizadores,true,Tratamiento por evaporación,FACTOR,OCCC,VERSIONED
spain,España,Resto (mezcla),Fracción resto (después de separar),Resto (mezcla),false,Gestión municipal (fracción resto),FACTOR,OCCC,VERSIONED
spain,España,Textil,Textil,Moquetas,true,Combustión / Incineración (recuperación de energía),FACTOR,DEFRA,ANNUAL
spain,España,Textil,Textil,Moquetas,true,Desconocido,DERIVED_MAX_VALID_TREATMENTS,,
spain,España,Textil,Textil,Moquetas,true,Reciclaje (Circuito cerrado),FACTOR,DEFRA,ANNUAL
spain,España,Textil,Textil,Moquetas,true,Reutilización / Donación,NON_WASTE_ROUTE_ZERO,,RULE
spain,España,Textil,Textil,Moquetas,true,Vertedero,FACTOR,DEFRA,ANNUAL
spain,España,Textil,Textil,Telas y tejidos,true,Combustión / Incineración (recuperación de energía),FACTOR,DEFRA,ANNUAL
spain,España,Textil,Textil,Telas y tejidos,true,Desconocido,DERIVED_MAX_VALID_TREATMENTS,,
spain,España,Textil,Textil,Telas y tejidos,true,Reciclaje (Circuito cerrado),FACTOR,DEFRA,ANNUAL
spain,España,Textil,Textil,Telas y tejidos,true,Reutilización / Donación,NON_WASTE_ROUTE_ZERO,,RULE
spain,España,Textil,Textil,Telas y tejidos,true,Vertedero,FACTOR,DEFRA,ANNUAL
spain,España,Textil,Textil,Textil,true,Combustión / Incineración (recuperación de energía),FACTOR,DEFRA,ANNUAL
spain,España,Textil,Textil,Textil,true,Desconocido,DERIVED_MAX_VALID_TREATMENTS,,
spain,España,Textil,Textil,Textil,true,Reciclaje (Circuito cerrado),FACTOR,DEFRA,ANNUAL
spain,España,Textil,Textil,Textil,true,Reutilización / Donación,NON_WASTE_ROUTE_ZERO,,RULE
spain,España,Textil,Textil,Textil,true,Vertedero,FACTOR,DEFRA,ANNUAL
spain,España,Vidrio,Vidrio,Vidrio,false,Gestión municipal (envases de vidrio),FACTOR,OCCC,VERSIONED
